locus_tag,gene_name,chrom,start,end,strand,promoter_start,promoter_end
HFU19_RS00365,HFU19_RS00365,NZ_CP051310.1,73762,74511,+,73462,73811
HFU19_RS00370,HFU19_RS00370,NZ_CP051310.1,74508,75368,+,74208,74557
HFU19_RS00375,dgaE,NZ_CP051310.1,75372,76481,+,75072,75421
HFU19_RS00380,dagF,NZ_CP051310.1,76468,77211,+,76168,76517
HFU19_RS00385,HFU19_RS00385,NZ_CP051310.1,77447,78388,+,77147,77496
HFU19_RS00390,HFU19_RS00390,NZ_CP051310.1,78431,79333,-,79283,79632
HFU19_RS00395,HFU19_RS00395,NZ_CP051310.1,79842,80537,+,79542,79891
HFU19_RS00400,mgtA,NZ_CP051310.1,80757,83483,+,80457,80806
HFU19_RS00405,mgtR,NZ_CP051310.1,83505,83597,+,83205,83554
HFU19_RS25685,mgtU,NZ_CP051310.1,83610,83696,+,83310,83659
HFU19_RS00410,cigR,NZ_CP051310.1,83798,84277,+,83498,83847
HFU19_RS00415,HFU19_RS00415,NZ_CP051310.1,84506,85186,-,85136,85485
HFU19_RS00425,HFU19_RS00425,NZ_CP051310.1,85970,86827,+,85670,86019
HFU19_RS00430,HFU19_RS00430,NZ_CP051310.1,86838,87302,+,86538,86887
HFU19_RS00435,misL,NZ_CP051310.1,87397,90264,-,90214,90563
HFU19_RS00440,HFU19_RS00440,NZ_CP051310.1,90339,90956,-,90906,91255
HFU19_RS00450,rhuM,NZ_CP051310.1,92255,93292,-,93242,93591
HFU19_RS00460,HFU19_RS00460,NZ_CP051310.1,93826,95016,-,94966,95315
HFU19_RS25370,HFU19_RS25370,NZ_CP051310.1,95151,95276,-,95226,95575
HFU19_RS00470,HFU19_RS00470,NZ_CP051310.1,95694,96038,+,95394,95743
HFU19_RS00475,HFU19_RS00475,NZ_CP051310.1,96851,99184,-,99134,99483
HFU19_RS00480,HFU19_RS00480,NZ_CP051310.1,99199,99519,-,99469,99818
HFU19_RS00485,HFU19_RS00485,NZ_CP051310.1,99655,100110,-,100060,100409
HFU19_RS00490,HFU19_RS00490,NZ_CP051310.1,100103,100390,-,100340,100689
HFU19_RS00495,HFU19_RS00495,NZ_CP051310.1,100383,100973,-,100923,101272
HFU19_RS00500,HFU19_RS00500,NZ_CP051310.1,100970,101236,-,101186,101535
HFU19_RS00505,HFU19_RS00505,NZ_CP051310.1,101788,102522,+,101488,101837
HFU19_RS00510,HFU19_RS00510,NZ_CP051310.1,102519,103019,+,102219,102568
HFU19_RS00515,HFU19_RS00515,NZ_CP051310.1,103093,103665,+,102793,103142
HFU19_RS00520,HFU19_RS00520,NZ_CP051310.1,103867,106584,-,106534,106883
HFU19_RS00525,HFU19_RS00525,NZ_CP051310.1,106597,107760,-,107710,108059
HFU19_RS00530,HFU19_RS00530,NZ_CP051310.1,107923,108017,-,107967,108316
HFU19_RS00535,HFU19_RS00535,NZ_CP051310.1,108305,109687,+,108005,108354
HFU19_RS00540,yicI,NZ_CP051310.1,109699,112017,+,109399,109748
HFU19_RS00545,HFU19_RS00545,NZ_CP051310.1,112120,113829,-,113779,114128
HFU19_RS00550,xanP,NZ_CP051310.1,113950,115341,-,115291,115640
HFU19_RS00555,gltS,NZ_CP051310.1,115569,116774,+,115269,115618
HFU19_RS00560,HFU19_RS00560,NZ_CP051310.1,116777,117628,+,116477,116826
HFU19_RS00565,recG,NZ_CP051310.1,117631,119712,-,119662,120011
HFU19_RS00570,trmH,NZ_CP051310.1,119718,120407,-,120357,120706
HFU19_RS00575,spoT,NZ_CP051310.1,120412,122523,-,122473,122822
HFU19_RS00580,rpoZ,NZ_CP051310.1,122542,122817,-,122767,123116
HFU19_RS00585,gmk,NZ_CP051310.1,122872,123495,-,123445,123794
HFU19_RS00590,ligB,NZ_CP051310.1,123752,125437,+,123452,123801
HFU19_RS00595,HFU19_RS00595,NZ_CP051310.1,125434,126051,-,126001,126350
HFU19_RS00600,HFU19_RS00600,NZ_CP051310.1,126302,127183,-,127133,127482
HFU19_RS00605,HFU19_RS00605,NZ_CP051310.1,127257,128159,+,126957,127306
HFU19_RS00610,HFU19_RS00610,NZ_CP051310.1,128209,129072,-,129022,129371
HFU19_RS00615,rph,NZ_CP051310.1,129198,129914,+,128898,129247
HFU19_RS00620,pyrE,NZ_CP051310.1,129993,130634,+,129693,130042
HFU19_RS00625,slmA,NZ_CP051310.1,130712,131308,-,131258,131607
HFU19_RS00630,dut,NZ_CP051310.1,131416,131874,-,131824,132173
HFU19_RS00635,coaBC,NZ_CP051310.1,131852,133072,-,133022,133371
HFU19_RS00640,radC,NZ_CP051310.1,133248,133913,+,132948,133297
HFU19_RS00645,rpmB,NZ_CP051310.1,134131,134367,+,133831,134180
HFU19_RS00650,rpmG,NZ_CP051310.1,134388,134555,+,134088,134437
HFU19_RS00655,mutM,NZ_CP051310.1,134653,135462,+,134353,134702
HFU19_RS00660,coaD,NZ_CP051310.1,135490,135969,-,135919,136268
HFU19_RS00665,waaA,NZ_CP051310.1,135978,137255,-,137205,137554
HFU19_RS00670,rfaQ,NZ_CP051310.1,137664,138734,+,137364,137713
HFU19_RS00675,HFU19_RS00675,NZ_CP051310.1,138731,139855,+,138431,138780
HFU19_RS00680,rfaP,NZ_CP051310.1,139848,140645,+,139548,139897
HFU19_RS00690,waaB,NZ_CP051310.1,140980,142059,+,140680,141029
HFU19_RS00695,waaO,NZ_CP051310.1,142065,143078,+,141765,142114
HFU19_RS00700,rfaJ,NZ_CP051310.1,143096,144106,+,142796,143145
HFU19_RS00705,rfaY,NZ_CP051310.1,144129,144827,+,143829,144178
HFU19_RS00710,waaZ,NZ_CP051310.1,144977,145786,+,144677,145026
HFU19_RS00715,HFU19_RS00715,NZ_CP051310.1,145887,147032,+,145587,145936
HFU19_RS00720,rfaL,NZ_CP051310.1,147089,148303,-,148253,148602
HFU19_RS00725,rfaC,NZ_CP051310.1,148343,149296,-,149246,149595
HFU19_RS00730,rfaF,NZ_CP051310.1,149296,150342,-,150292,150641
HFU19_RS00735,rfaD,NZ_CP051310.1,150345,151277,-,151227,151576
HFU19_RS00740,kbl,NZ_CP051310.1,151480,152676,+,151180,151529
HFU19_RS00745,tdh,NZ_CP051310.1,152686,153711,+,152386,152735
HFU19_RS00750,HFU19_RS00750,NZ_CP051310.1,154205,155239,+,153905,154254
HFU19_RS00755,HFU19_RS00755,NZ_CP051310.1,155226,156188,-,156138,156487
HFU19_RS00760,envC,NZ_CP051310.1,156192,157451,-,157401,157750
HFU19_RS00765,gpmM,NZ_CP051310.1,157485,159029,-,158979,159328
HFU19_RS00770,HFU19_RS00770,NZ_CP051310.1,159277,159708,+,158977,159326
HFU19_RS00775,grxC,NZ_CP051310.1,159794,160045,+,159494,159843
HFU19_RS00780,secB,NZ_CP051310.1,160089,160556,+,159789,160138
HFU19_RS00785,gpsA,NZ_CP051310.1,160556,161575,+,160256,160605
HFU19_RS00790,cysE,NZ_CP051310.1,161653,162474,+,161353,161702
HFU19_RS00795,HFU19_RS00795,NZ_CP051310.1,162557,163867,-,163817,164166
HFU19_RS00800,HFU19_RS00800,NZ_CP051310.1,163941,165137,-,165087,165436
HFU19_RS00805,HFU19_RS00805,NZ_CP051310.1,165456,166460,+,165156,165505
HFU19_RS00810,trmL,NZ_CP051310.1,166528,167001,-,166951,167300
HFU19_RS00815,lldD,NZ_CP051310.1,167066,168256,-,168206,168555
HFU19_RS00820,lldR,NZ_CP051310.1,168253,169029,-,168979,169328
HFU19_RS00825,lldP,NZ_CP051310.1,169026,170681,-,170631,170980
HFU19_RS00830,sadA,NZ_CP051310.1,170980,175323,-,175273,175622
HFU19_RS00835,HFU19_RS00835,NZ_CP051310.1,175367,176050,-,176000,176349
HFU19_RS00840,HFU19_RS00840,NZ_CP051310.1,176538,176900,-,176850,177199
HFU19_RS00845,HFU19_RS00845,NZ_CP051310.1,177191,177400,+,176891,177240
HFU19_RS00850,mtlR,NZ_CP051310.1,177410,178000,-,177950,178299
HFU19_RS00855,mtlD,NZ_CP051310.1,177997,179145,-,179095,179444
HFU19_RS00860,mtlA,NZ_CP051310.1,179366,181282,-,181232,181581
HFU19_RS00865,HFU19_RS00865,NZ_CP051310.1,181758,182366,+,181458,181807
HFU19_RS00870,selA,NZ_CP051310.1,182465,183856,+,182165,182514
HFU19_RS00875,selB,NZ_CP051310.1,183853,185703,+,183553,183902
HFU19_RS00880,HFU19_RS00880,NZ_CP051310.1,185951,186832,-,186782,187131
HFU19_RS00885,aldB,NZ_CP051310.1,187001,188539,+,186701,187050
HFU19_RS00890,HFU19_RS00890,NZ_CP051310.1,188657,190612,-,190562,190911
HFU19_RS00895,HFU19_RS00895,NZ_CP051310.1,190876,191691,+,190576,190925
HFU19_RS00900,araD,NZ_CP051310.1,191852,192547,-,192497,192846
HFU19_RS00905,HFU19_RS00905,NZ_CP051310.1,192541,193401,-,193351,193700
HFU19_RS00910,ulaD,NZ_CP051310.1,193394,194056,-,194006,194355
HFU19_RS00915,HFU19_RS00915,NZ_CP051310.1,194053,195549,-,195499,195848
HFU19_RS00920,yiaO,NZ_CP051310.1,195553,196539,-,196489,196838
HFU19_RS00925,yiaN,NZ_CP051310.1,196551,197828,-,197778,198127
HFU19_RS00930,yiaM,NZ_CP051310.1,197831,198304,-,198254,198603
HFU19_RS00935,HFU19_RS00935,NZ_CP051310.1,198443,199375,-,199325,199674
HFU19_RS00940,HFU19_RS00940,NZ_CP051310.1,199399,199863,-,199813,200162
HFU19_RS00945,yiaK,NZ_CP051310.1,199875,200873,-,200823,201172
HFU19_RS00950,yiaJ,NZ_CP051310.1,201103,201903,+,200803,201152
HFU19_RS00955,HFU19_RS00955,NZ_CP051310.1,202020,202493,+,201720,202069
HFU19_RS00960,avtA,NZ_CP051310.1,202530,203780,-,203730,204079
HFU19_RS00965,HFU19_RS00965,NZ_CP051310.1,203954,205981,-,205931,206280
HFU19_RS00970,HFU19_RS00970,NZ_CP051310.1,206297,207121,+,205997,206346
HFU19_RS00975,xylR,NZ_CP051310.1,207182,208360,-,208310,208659
HFU19_RS00980,xylA,NZ_CP051310.1,208723,210045,+,208423,208772
HFU19_RS00985,xylB,NZ_CP051310.1,210145,211599,+,209845,210194
HFU19_RS00990,HFU19_RS00990,NZ_CP051310.1,211774,212127,+,211474,211823
HFU19_RS00995,HFU19_RS00995,NZ_CP051310.1,212150,213145,-,213095,213444
HFU19_RS01000,HFU19_RS01000,NZ_CP051310.1,213311,213613,+,213011,213360
HFU19_RS01005,glyQ,NZ_CP051310.1,213752,214663,+,213452,213801
HFU19_RS01010,glyS,NZ_CP051310.1,214673,216742,+,214373,214722
HFU19_RS01020,HFU19_RS01020,NZ_CP051310.1,217371,217838,+,217071,217420
HFU19_RS01025,HFU19_RS01025,NZ_CP051310.1,218016,218303,+,217716,218065
HFU19_RS01030,HFU19_RS01030,NZ_CP051310.1,218291,218776,+,217991,218340
HFU19_RS01035,cueP,NZ_CP051310.1,219148,219687,-,219637,219986
HFU19_RS01040,cspE,NZ_CP051310.1,219861,220073,-,220023,220372
HFU19_RS01045,HFU19_RS01045,NZ_CP051310.1,220362,220652,-,220602,220951
HFU19_RS01050,HFU19_RS01050,NZ_CP051310.1,221090,221800,+,220790,221139
HFU19_RS01055,ghrB,NZ_CP051310.1,221850,222824,-,222774,223123
HFU19_RS01060,HFU19_RS01060,NZ_CP051310.1,223043,223705,-,223655,224004
HFU19_RS01065,HFU19_RS01065,NZ_CP051310.1,223858,226191,+,223558,223907
HFU19_RS01070,HFU19_RS01070,NZ_CP051310.1,226160,226600,-,226550,226899
HFU19_RS01075,tag,NZ_CP051310.1,226578,227159,-,227109,227458
HFU19_RS01080,HFU19_RS01080,NZ_CP051310.1,227316,228020,+,227016,227365
HFU19_RS01085,lpfA,NZ_CP051310.1,228538,229062,+,228238,228587
HFU19_RS01090,lpfB,NZ_CP051310.1,229147,229845,+,228847,229196
HFU19_RS01095,lpfC,NZ_CP051310.1,229868,232396,+,229568,229917
HFU19_RS01100,lpfD,NZ_CP051310.1,232414,233493,+,232114,232463
HFU19_RS01105,lpfE,NZ_CP051310.1,233499,234026,+,233199,233548
HFU19_RS01110,eptB,NZ_CP051310.1,234244,235935,+,233944,234293
HFU19_RS01115,HFU19_RS01115,NZ_CP051310.1,236026,236102,+,235726,236075
HFU19_RS01120,HFU19_RS01120,NZ_CP051310.1,236140,236256,+,235840,236189
HFU19_RS01125,HFU19_RS01125,NZ_CP051310.1,236248,237255,-,237205,237554
HFU19_RS01130,HFU19_RS01130,NZ_CP051310.1,237405,238529,+,237105,237454
HFU19_RS01135,HFU19_RS01135,NZ_CP051310.1,238587,239912,+,238287,238636
HFU19_RS01140,dppA,NZ_CP051310.1,240468,242075,+,240168,240517
HFU19_RS01145,dppB,NZ_CP051310.1,242232,243251,+,241932,242281
HFU19_RS01150,dppC,NZ_CP051310.1,243261,244163,+,242961,243310
HFU19_RS01155,dppD,NZ_CP051310.1,244174,245157,+,243874,244223
HFU19_RS01160,dppF,NZ_CP051310.1,245154,246167,+,244854,245203
HFU19_RS01165,HFU19_RS01165,NZ_CP051310.1,246268,247566,-,247516,247865
HFU19_RS01175,HFU19_RS01175,NZ_CP051310.1,248198,248305,+,247898,248247
HFU19_RS01180,bcsG,NZ_CP051310.1,248387,250066,-,250016,250365
HFU19_RS01185,bcsF,NZ_CP051310.1,250063,250254,-,250204,250553
HFU19_RS01190,bcsE,NZ_CP051310.1,250251,251822,-,251772,252121
HFU19_RS01195,bcsR,NZ_CP051310.1,252067,252270,+,251767,252116
HFU19_RS01200,bcsQ,NZ_CP051310.1,252271,253023,+,251971,252320
HFU19_RS01205,bcsA,NZ_CP051310.1,253020,255644,+,252720,253069
HFU19_RS01210,bcsB,NZ_CP051310.1,255655,257955,+,255355,255704
HFU19_RS01215,bcsZ,NZ_CP051310.1,257959,259068,+,257659,258008
HFU19_RS01220,bcsC,NZ_CP051310.1,259050,262592,+,258750,259099
HFU19_RS01225,hmsP,NZ_CP051310.1,262766,264772,+,262466,262815
HFU19_RS01230,dctA,NZ_CP051310.1,264930,266216,+,264630,264979
HFU19_RS01235,HFU19_RS01235,NZ_CP051310.1,266436,267923,+,266136,266485
HFU19_RS01240,HFU19_RS01240,NZ_CP051310.1,267977,268906,-,268856,269205
HFU19_RS01245,pdeH,NZ_CP051310.1,269135,269902,+,268835,269184
HFU19_RS01250,HFU19_RS01250,NZ_CP051310.1,270012,272072,+,269712,270061
HFU19_RS01255,HFU19_RS01255,NZ_CP051310.1,272112,273434,-,273384,273733
HFU19_RS01260,yhjD,NZ_CP051310.1,273785,274813,-,274763,275112
HFU19_RS01265,HFU19_RS01265,NZ_CP051310.1,274886,275785,-,275735,276084
HFU19_RS01270,HFU19_RS01270,NZ_CP051310.1,275876,276046,-,275996,276345
HFU19_RS01275,HFU19_RS01275,NZ_CP051310.1,276415,277017,+,276115,276464
HFU19_RS01280,HFU19_RS01280,NZ_CP051310.1,277023,277379,-,277329,277678
HFU19_RS01285,HFU19_RS01285,NZ_CP051310.1,277660,279249,+,277360,277709
HFU19_RS01290,HFU19_RS01290,NZ_CP051310.1,279262,280911,-,280861,281210
HFU19_RS01295,HFU19_RS01295,NZ_CP051310.1,281237,281956,+,280937,281286
HFU19_RS01300,fraB,NZ_CP051310.1,282132,283109,+,281832,282181
HFU19_RS01305,fraD,NZ_CP051310.1,283173,284018,+,282873,283222
HFU19_RS01310,HFU19_RS01310,NZ_CP051310.1,284072,285391,+,283772,284121
HFU19_RS01315,fraE,NZ_CP051310.1,285450,286493,+,285150,285499
HFU19_RS01320,gorA,NZ_CP051310.1,286540,287892,-,287842,288191
HFU19_RS01325,HFU19_RS01325,NZ_CP051310.1,287997,288839,-,288789,289138
HFU19_RS01330,HFU19_RS01330,NZ_CP051310.1,289050,290321,+,288750,289099
HFU19_RS01335,prlC,NZ_CP051310.1,290503,292545,+,290203,290552
HFU19_RS01340,rsmJ,NZ_CP051310.1,292552,293310,+,292252,292601
HFU19_RS01345,dtpB,NZ_CP051310.1,293402,294874,-,294824,295173
HFU19_RS01350,uspA,NZ_CP051310.1,295199,295633,-,295583,295932
HFU19_RS01355,uspB,NZ_CP051310.1,296021,296356,+,295721,296070
HFU19_RS01360,pitA,NZ_CP051310.1,296497,297993,-,297943,298292
HFU19_RS01365,HFU19_RS01365,NZ_CP051310.1,298224,299420,+,297924,298273
HFU19_RS25690,HFU19_RS25690,NZ_CP051310.1,299503,299634,-,299584,299933
HFU19_RS01370,HFU19_RS01370,NZ_CP051310.1,299726,300793,+,299426,299775
HFU19_RS01375,rbbA,NZ_CP051310.1,300790,303531,+,300490,300839
HFU19_RS01380,HFU19_RS01380,NZ_CP051310.1,303531,304655,+,303231,303580
HFU19_RS01385,nikR,NZ_CP051310.1,304757,305158,-,305108,305457
HFU19_RS01390,acpT,NZ_CP051310.1,305250,305828,-,305778,306127
HFU19_RS01395,HFU19_RS01395,NZ_CP051310.1,305880,306929,-,306879,307228
HFU19_RS01400,HFU19_RS01400,NZ_CP051310.1,307019,308278,+,306719,307068
HFU19_RS01405,HFU19_RS01405,NZ_CP051310.1,308282,308839,-,308789,309138
HFU19_RS01410,HFU19_RS01410,NZ_CP051310.1,308912,309577,-,309527,309876
HFU19_RS01415,tusA,NZ_CP051310.1,309747,309992,+,309447,309796
HFU19_RS01420,tcp,NZ_CP051310.1,310016,311659,-,311609,311958
HFU19_RS01425,zntA,NZ_CP051310.1,311859,314057,-,314007,314356
HFU19_RS01430,HFU19_RS01430,NZ_CP051310.1,314138,314764,-,314714,315063
HFU19_RS01435,HFU19_RS01435,NZ_CP051310.1,314906,315277,+,314606,314955
HFU19_RS01440,HFU19_RS01440,NZ_CP051310.1,315299,315568,-,315518,315867
HFU19_RS01445,rsmD,NZ_CP051310.1,315558,316154,-,316104,316453
HFU19_RS01450,ftsY,NZ_CP051310.1,316280,317755,+,315980,316329
HFU19_RS01455,ftsE,NZ_CP051310.1,317758,318426,+,317458,317807
HFU19_RS01460,ftsX,NZ_CP051310.1,318419,319474,+,318119,318468
HFU19_RS01465,rpoH,NZ_CP051310.1,319720,320574,+,319420,319769
HFU19_RS01470,livJ,NZ_CP051310.1,320896,321999,+,320596,320945
HFU19_RS01475,HFU19_RS01475,NZ_CP051310.1,322083,322217,-,322167,322516
HFU19_RS01480,panM,NZ_CP051310.1,322195,322578,-,322528,322877
HFU19_RS01485,livK,NZ_CP051310.1,323000,324109,+,322700,323049
HFU19_RS01490,livH,NZ_CP051310.1,324169,325095,+,323869,324218
HFU19_RS01495,livM,NZ_CP051310.1,325092,326369,+,324792,325141
HFU19_RS01500,livG,NZ_CP051310.1,326366,327133,+,326066,326415
HFU19_RS01505,livF,NZ_CP051310.1,327135,327848,+,326835,327184
HFU19_RS01510,HFU19_RS01510,NZ_CP051310.1,328012,328290,+,327712,328061
HFU19_RS01515,ugpB,NZ_CP051310.1,328523,329839,+,328223,328572
HFU19_RS01520,ugpA,NZ_CP051310.1,329903,330790,+,329603,329952
HFU19_RS01525,ugpE,NZ_CP051310.1,330787,331632,+,330487,330836
HFU19_RS01530,HFU19_RS01530,NZ_CP051310.1,331634,332704,+,331334,331683
HFU19_RS01535,ugpQ,NZ_CP051310.1,332701,333441,+,332401,332750
HFU19_RS01540,HFU19_RS01540,NZ_CP051310.1,333454,333870,-,333820,334169
HFU19_RS01545,ggt,NZ_CP051310.1,333996,335738,+,333696,334045
HFU19_RS01550,HFU19_RS01550,NZ_CP051310.1,335783,336817,-,336767,337116
HFU19_RS01555,HFU19_RS01555,NZ_CP051310.1,336817,337785,-,337735,338084
HFU19_RS01560,HFU19_RS01560,NZ_CP051310.1,337839,338600,-,338550,338899
HFU19_RS01565,HFU19_RS01565,NZ_CP051310.1,338616,339830,-,339780,340129
HFU19_RS01570,yhhY,NZ_CP051310.1,340095,340583,-,340533,340882
HFU19_RS01575,HFU19_RS01575,NZ_CP051310.1,341052,342089,+,340752,341101
HFU19_RS01580,HFU19_RS01580,NZ_CP051310.1,342213,342908,+,341913,342262
HFU19_RS01585,gntR,NZ_CP051310.1,343038,344033,+,342738,343087
HFU19_RS01590,gntK,NZ_CP051310.1,344172,344705,+,343872,344221
HFU19_RS01595,gntU,NZ_CP051310.1,344702,346042,+,344402,344751
HFU19_RS01600,HFU19_RS01600,NZ_CP051310.1,345959,346339,-,346289,346638
HFU19_RS01605,asd,NZ_CP051310.1,346466,347572,+,346166,346515
HFU19_RS01610,glgB,NZ_CP051310.1,347919,350105,+,347619,347968
HFU19_RS01615,glgX,NZ_CP051310.1,350102,352078,+,349802,350151
HFU19_RS01620,glgC,NZ_CP051310.1,352093,353388,+,351793,352142
HFU19_RS01625,glgA,NZ_CP051310.1,353388,354821,+,353088,353437
HFU19_RS01630,glgP,NZ_CP051310.1,354841,357288,+,354541,354890
HFU19_RS01635,HFU19_RS01635,NZ_CP051310.1,357466,358221,+,357166,357515
HFU19_RS01640,HFU19_RS01640,NZ_CP051310.1,358265,359170,-,359120,359469
HFU19_RS01645,ilvD,NZ_CP051310.1,359214,360929,-,360879,361228
HFU19_RS01650,HFU19_RS01650,NZ_CP051310.1,360926,362260,-,362210,362559
HFU19_RS01655,HFU19_RS01655,NZ_CP051310.1,362598,363707,+,362298,362647
HFU19_RS01665,HFU19_RS01665,NZ_CP051310.1,365369,365914,+,365069,365418
HFU19_RS01670,glpD,NZ_CP051310.1,365961,367469,-,367419,367768
HFU19_RS01675,glpE,NZ_CP051310.1,367668,367994,+,367368,367717
HFU19_RS01680,glpG,NZ_CP051310.1,368070,368900,+,367770,368119
HFU19_RS01685,HFU19_RS01685,NZ_CP051310.1,368994,369752,+,368694,369043
HFU19_RS01690,rtcR,NZ_CP051310.1,369749,371332,-,371282,371631
