locus_tag,gene_name,chrom,start,end,strand,promoter_start,promoter_end
STM0069,caiE,NC_003197.2,81020,81627,-,81577,81926
STM0070,caiD,NC_003197.2,81725,82523,-,82473,82822
STM0071,caiC,NC_003197.2,82564,84131,-,84081,84430
STM0072,caiB,NC_003197.2,84180,85410,-,85360,85709
STM0073,caiA,NC_003197.2,85509,86662,-,86612,86961
STM0074,caiT,NC_003197.2,86686,88216,-,88166,88515
STM0075,fixA,NC_003197.2,88547,89454,+,88247,88596
STM0076,fixB,NC_003197.2,89459,90411,+,89159,89508
STM0077,fixC,NC_003197.2,90450,91747,+,90150,90499
STM0078,fixX,NC_003197.2,91728,92031,+,91428,91777
STM0079,yaaU,NC_003197.2,92166,93518,+,91866,92215
STM0080,STM0080,NC_003197.2,93601,93837,+,93301,93650
STM0081,STM0081,NC_003197.2,94123,94547,+,93823,94172
STM0082,STM0082,NC_003197.2,94771,95069,-,95019,95368
STM0083,STM0083,NC_003197.2,95271,95465,+,94971,95320
STM0084,STM0084,NC_003197.2,95952,97848,+,95652,96001
STM0085,yabF,NC_003197.2,98245,98785,+,97945,98294
STM0086,kefC,NC_003197.2,98765,100640,+,98465,98814
STM0087,folA,NC_003197.2,100826,101318,+,100526,100875
STM0088,apaH,NC_003197.2,101424,102272,-,102222,102571
STM0089,apaG,NC_003197.2,102283,102674,-,102624,102973
STM0090,ksgA,NC_003197.2,102663,103484,-,103434,103783
STM0091,pdxA,NC_003197.2,103481,104470,-,104420,104769
STM0092,surA,NC_003197.2,104470,105767,-,105717,106066
STM0093,imp,NC_003197.2,105810,108170,-,108120,108469
STM0094,djlA,NC_003197.2,108413,109236,+,108113,108462
STM0095,rluA,NC_003197.2,109331,110002,-,109952,110301
STM0096,hepA,NC_003197.2,110002,112908,-,112858,113207
STM0097,polB,NC_003197.2,113082,115445,-,115395,115744
STM0098,STM0098,NC_003197.2,115477,116102,-,116052,116401
STM0099,STM0099,NC_003197.2,116294,116601,+,115994,116343
STM0100,STM0100,NC_003197.2,116816,117235,+,116516,116865
STM0101,araD,NC_003197.2,117241,117949,-,117899,118248
STM0102,araA,NC_003197.2,118077,119591,-,119541,119890
STM0103,araB,NC_003197.2,119590,121412,-,121362,121711
STM0104,araC,NC_003197.2,121528,122485,+,121228,121577
STM0105,yabI,NC_003197.2,122593,123371,+,122293,122642
STM0106,yabJ,NC_003197.2,123410,124136,-,124086,124435
STM0107,yabK,NC_003197.2,124101,125728,-,125678,126027
STM0108,tbpA,NC_003197.2,125687,126680,-,126630,126979
STM0109,yabN,NC_003197.2,126848,128522,-,128472,128821
STM0110,leuD,NC_003197.2,129057,129674,-,129624,129973
STM0111,leuC,NC_003197.2,129673,131086,-,131036,131385
STM0112,leuB,NC_003197.2,131076,132181,-,132131,132480
STM0113,leuA,NC_003197.2,132167,133758,-,133708,134057
STM0114,leuL,NC_003197.2,133826,134057,-,134007,134356
STM0115,leuO,NC_003197.2,134557,135513,+,134257,134606
STM0116,ilvI,NC_003197.2,135770,137559,+,135470,135819
STM0117,ilvH,NC_003197.2,137550,138053,+,137250,137599
STM0118,fruR,NC_003197.2,138326,139341,+,138026,138375
STM0119,yabB,NC_003197.2,139931,140405,+,139631,139980
STM0120,yabC,NC_003197.2,140388,141348,+,140088,140437
STM0121,ftsL,NC_003197.2,141333,141710,+,141033,141382
STM0122,ftsI,NC_003197.2,141709,143492,+,141409,141758
STM0123,murE,NC_003197.2,143469,144966,+,143169,143518
STM0124,murF,NC_003197.2,144949,146321,+,144649,144998
STM0125,mraY,NC_003197.2,146301,147397,+,146001,146350
STM0126,murD,NC_003197.2,147386,148716,+,147086,147435
STM0127,ftsW,NC_003197.2,148702,149960,+,148402,148751
STM0128,murG,NC_003197.2,149947,151024,+,149647,149996
STM0129,murC,NC_003197.2,151131,152618,+,150831,151180
STM0130,ddlB,NC_003197.2,152595,153531,+,152295,152644
STM0131,ftsQ,NC_003197.2,153375,154363,+,153075,153424
STM0132,ftsA,NC_003197.2,154346,155622,+,154046,154395
STM0133,ftsZ,NC_003197.2,155670,156834,+,155370,155719
STM0134,lpxC,NC_003197.2,156919,157852,+,156619,156968
STM0135,yacA,NC_003197.2,158199,158627,+,157899,158248
STM0136,secA,NC_003197.2,158689,161394,+,158389,158738
STM0137,mutT,NC_003197.2,161532,161941,+,161232,161581
STM0138,yacG,NC_003197.2,162263,162465,-,162415,162764
STM0139,yacF,NC_003197.2,162464,163221,-,163171,163520
STM0140,yacE,NC_003197.2,163207,163835,-,163785,164134
STM0141,guaC,NC_003197.2,164040,165096,+,163740,164089
STM0142,hofC,NC_003197.2,165127,166342,-,166292,166641
STM0143,hofB,NC_003197.2,166319,167715,-,167665,168014
STM0144,ppdD,NC_003197.2,167714,168163,-,168113,168462
STM0145,nadC,NC_003197.2,168373,169279,-,169229,169578
STM0146,ampD,NC_003197.2,169341,169917,+,169041,169390
STM0147,ampE,NC_003197.2,169903,170768,+,169603,169952
STM0148,STM0148,NC_003197.2,170860,171822,-,171772,172121
STM0149,STM0149,NC_003197.2,171810,173227,-,173177,173526
STM0150,aroP,NC_003197.2,173380,174812,-,174762,175111
STM0151,pdhR,NC_003197.2,175153,176080,+,174853,175202
STM0152,aceE,NC_003197.2,176227,178903,+,175927,176276
STM0153,aceF,NC_003197.2,178904,180807,+,178604,178953
STM0154,lpdA,NC_003197.2,180898,182431,+,180598,180947
STM0155,STM0155,NC_003197.2,182714,183004,+,182414,182763
STM0156,STM0156,NC_003197.2,183042,183840,-,183790,184139
STM0157,yacH,NC_003197.2,183846,185488,-,185438,185787
STM0158,acnB,NC_003197.2,185843,188454,+,185543,185892
STM0159,STM0159,NC_003197.2,188515,189363,-,189313,189662
STM0160,yacL,NC_003197.2,189591,189965,+,189291,189640
STM0161,kdgT,NC_003197.2,190186,191153,+,189886,190235
STM0162,STM0162,NC_003197.2,191145,192421,+,190845,191194
STM0163,STM0163,NC_003197.2,192403,193394,+,192103,192452
STM0164,STM0164,NC_003197.2,193399,194171,+,193099,193448
STM0165,speD,NC_003197.2,194201,195011,-,194961,195310
STM0166,speE,NC_003197.2,195016,195889,-,195839,196188
STM0167,yacC,NC_003197.2,195983,196342,-,196292,196641
STM0168,cueO,NC_003197.2,196520,198142,+,196220,196569
STM0169,gcd,NC_003197.2,198220,200623,-,200573,200922
STM0170,hpt,NC_003197.2,200804,201352,+,200504,200853
STM0171,yadF,NC_003197.2,201410,202088,-,202038,202387
STM0172,yadG,NC_003197.2,202173,203107,+,201873,202222
STM0173,yadH,NC_003197.2,203091,203874,+,202791,203140
STM0174,stiH,NC_003197.2,203991,205077,-,205027,205376
STM0175,stiC,NC_003197.2,205079,207631,-,207581,207930
STM0176,stiB,NC_003197.2,207652,208341,-,208291,208640
STM0177,stiA,NC_003197.2,208383,208928,-,208878,209227
STM0178,yadI,NC_003197.2,209282,209733,+,208982,209331
STM0179,yadE,NC_003197.2,209795,211024,+,209495,209844
STM0180,panD,NC_003197.2,211031,211426,-,211376,211725
STM0181,panC,NC_003197.2,211506,212373,-,212323,212672
STM0182,panB,NC_003197.2,212486,213288,-,213238,213587
STM0183,folK,NC_003197.2,213398,213888,-,213838,214187
STM0184,pcnB,NC_003197.2,213874,215292,-,215242,215591
STM0185,yadB,NC_003197.2,215433,216374,-,216324,216673
STM0186,dksA,NC_003197.2,216398,216866,-,216816,217165
STM0187,sfsA,NC_003197.2,217030,217745,-,217695,218044
STM0188,ligT,NC_003197.2,217751,218281,-,218231,218580
STM0189,hrpB,NC_003197.2,218296,220783,+,217996,218345
STM0190,mrcB,NC_003197.2,220911,223446,+,220611,220960
STM0191,fhuA,NC_003197.2,223726,225928,+,223426,223775
STM0192,fhuC,NC_003197.2,225977,226774,+,225677,226026
STM0193,fhuD,NC_003197.2,226774,227664,+,226474,226823
STM0194,fhuB,NC_003197.2,227651,229718,+,227351,227700
STM0195,stfA,NC_003197.2,230647,231218,+,230347,230696
STM0196,stfC,NC_003197.2,231287,233961,+,230987,231336
STM0197,stfD,NC_003197.2,233964,234731,+,233664,234013
STM0198,stfE,NC_003197.2,234737,235262,+,234437,234786
STM0199,stfF,NC_003197.2,235245,235735,+,234945,235294
STM0200,stfG,NC_003197.2,235718,236265,+,235418,235767
STM0201,STM0201,NC_003197.2,236265,237104,+,235965,236314
STM0202,hemL,NC_003197.2,237212,238505,-,238455,238804
STM0203,yadQ,NC_003197.2,238662,240083,+,238362,238711
STM0204,yadR,NC_003197.2,240120,240509,+,239820,240169
STM0205,yadS,NC_003197.2,240610,241247,-,241197,241546
STM0206,btuF,NC_003197.2,241270,242077,-,242027,242376
STM0207,pfs,NC_003197.2,242063,242761,-,242711,243060
STM0208,dgt,NC_003197.2,242840,244363,+,242540,242889
STM0209,htrA,NC_003197.2,244493,245920,+,244193,244542
STM0210,cdaR,NC_003197.2,246061,247230,+,245761,246110
STM0211,yaeH,NC_003197.2,247319,247717,-,247667,248016
STM0212,STM0212,NC_003197.2,247943,249253,+,247643,247992
STM0213,dapD,NC_003197.2,249290,250114,-,250064,250413
STM0214,glnD,NC_003197.2,250144,252825,-,252775,253124
STM0215,map,NC_003197.2,253053,253860,-,253810,254159
STM0216,rpsB,NC_003197.2,254285,255023,+,253985,254334
STM0217,tsf,NC_003197.2,255269,256132,+,254969,255318
STM0218,pyrH,NC_003197.2,256265,257002,+,255965,256314
STM0219,frr,NC_003197.2,257136,257706,+,256836,257185
STM0220,dxr,NC_003197.2,257836,259043,+,257536,257885
STM0221,uppS,NC_003197.2,259337,260114,+,259037,259386
STM0222,cdsA,NC_003197.2,260114,260984,+,259814,260163
STM0223,yaeL,NC_003197.2,260988,262348,+,260688,261037
STM0224,yaeT,NC_003197.2,262380,264794,+,262080,262429
STM0225,hlpA,NC_003197.2,264905,265402,+,264605,264954
STM0226,lpxD,NC_003197.2,265391,266431,+,265091,265440
STM0227,fabZ,NC_003197.2,266524,266992,+,266224,266573
STM0228,lpxA,NC_003197.2,266984,267784,+,266684,267033
STM0229,lpxB,NC_003197.2,267768,268932,+,267468,267817
STM0230,rnhB,NC_003197.2,268915,269525,+,268615,268964
STM0231,dnaE,NC_003197.2,269536,273031,+,269236,269585
STM0232,accA,NC_003197.2,272938,274003,+,272638,272987
STM0233,STM0233,NC_003197.2,274177,275947,+,273877,274226
STM0234,ldcC,NC_003197.2,276012,278164,+,275712,276061
STM0235,yaeR,NC_003197.2,278209,278609,+,277909,278258
STM0236,mesJ,NC_003197.2,278665,279964,+,278365,278714
STM0237,rof,NC_003197.2,280048,280321,-,280271,280620
STM0238,yaeP,NC_003197.2,280295,280517,-,280467,280816
STM0239,yaeQ,NC_003197.2,280680,281238,+,280380,280729
STM0240,yaeJ,NC_003197.2,281220,281657,+,280920,281269
STM0242,proS,NC_003197.2,282468,284202,-,284152,284501
STM0243,yaeB,NC_003197.2,284297,285012,-,284962,285311
STM0244,rcsF,NC_003197.2,285001,285416,-,285366,285715
STM0245,yaeC,NC_003197.2,285524,286351,-,286301,286650
STM0246,yaeE,NC_003197.2,286378,287044,-,286994,287343
STM0247,abc,NC_003197.2,287024,288063,-,288013,288362
STM0248,yaeD,NC_003197.2,288230,288811,+,287930,288279
STM0249,rrsH,NC_003197.2,289190,290733,+,288890,289239
STM0250,ileV,NC_003197.2,290801,290874,+,290501,290850
STM0251,alaV,NC_003197.2,290987,291059,+,290687,291036
STM0252,rrlH,NC_003197.2,291245,294337,+,290945,291294
STM0253,rrfH,NC_003197.2,294520,294641,+,294220,294569
STM0254,aspU,NC_003197.2,294839,294912,+,294539,294888
STM0255,yafB,NC_003197.2,295060,295873,+,294760,295109
STM0256,yafC,NC_003197.2,295894,296819,-,296769,297118
STM0257,STM0257,NC_003197.2,296901,298088,+,296601,296950
STM0258,yafD,NC_003197.2,298241,299020,+,297941,298290
STM0259,yafE,NC_003197.2,299083,299868,+,298783,299132
STM0260,dniR,NC_003197.2,299924,301291,-,301241,301590
STM0261,gloB,NC_003197.2,301363,302128,-,302078,302427
STM0262,yafS,NC_003197.2,302140,302875,+,301840,302189
STM0263,rnhA,NC_003197.2,302872,303356,-,303306,303655
STM0264,dnaQ,NC_003197.2,303403,304134,+,303103,303452
STM0265,aspV,NC_003197.2,304278,304351,+,303978,304327
STM0266,STM0266,NC_003197.2,304666,305721,-,305671,306020
STM0267,STM0267,NC_003197.2,305732,306732,-,306682,307031
STM0268,STM0268,NC_003197.2,306724,308613,-,308563,308912
STM0269,STM0269,NC_003197.2,308623,309125,-,309075,309424
STM0270,STM0270,NC_003197.2,309114,309944,-,309894,310243
STM0271,STM0271,NC_003197.2,309925,310832,-,310782,311131
STM0272,STM0272,NC_003197.2,311190,313834,+,310890,311239
STM0273,STM0273,NC_003197.2,313927,314476,+,313627,313976
STM0274,STM0274,NC_003197.2,314493,316008,+,314193,314542
STM0274A,STM0274A,NC_003197.2,316071,316181,+,315771,316120
STM0275,STM0275,NC_003197.2,316308,316640,+,316008,316357
STM0276,STM0276,NC_003197.2,316888,317379,+,316588,316937
STM0277,STM0277,NC_003197.2,317678,318169,+,317378,317727
STM0278,STM0278,NC_003197.2,318150,318537,+,317850,318199
STM0279,STM0279,NC_003197.2,318674,319165,+,318374,318723
STM0280,STM0280,NC_003197.2,319225,319768,+,318925,319274
STM0281,STM0281,NC_003197.2,319768,321115,+,319468,319817
STM0282,STM0282,NC_003197.2,321106,322416,+,320806,321155
STM0283,STM0283,NC_003197.2,322414,323194,+,322114,322463
STM0284,STM0284,NC_003197.2,323391,323828,+,323091,323440
STM0285,STM0285,NC_003197.2,323857,327731,+,323557,323906
STM0286,STM0286,NC_003197.2,327726,328519,+,327426,327775
STM0287,STM0287,NC_003197.2,328510,328932,+,328210,328559
STM0288,STM0288,NC_003197.2,328950,329477,+,328650,328999
STM0289,STM0289,NC_003197.2,329867,332063,+,329567,329916
STM0290,STM0290,NC_003197.2,332080,332533,+,331780,332129
STM0291,STM0291,NC_003197.2,332541,336646,+,332241,332590
STM0292,STM0292,NC_003197.2,337088,337836,+,336788,337137
STM0293,STM0293,NC_003197.2,337825,338276,+,337525,337874
STM0294,STM0294,NC_003197.2,338835,339276,+,338535,338884
STM0295,STM0295,NC_003197.2,340039,340353,+,339739,340088
STM0296,STM0296,NC_003197.2,340455,340703,-,340653,341002
STM0297,STM0297,NC_003197.2,340748,340953,+,340448,340797
STM0298,STM0298,NC_003197.2,341175,341460,+,340875,341224
STM0299,safA,NC_003197.2,342207,342722,+,341907,342256
STM0300,safB,NC_003197.2,342830,343543,+,342530,342879
STM0301,safC,NC_003197.2,343560,346077,+,343260,343609
STM0302,safD,NC_003197.2,346092,346569,+,345792,346141
STM0303,ybeJ,NC_003197.2,346968,347796,+,346668,347017
STM0304,sinR,NC_003197.2,348606,349558,+,348306,348655
STM0305,STM0305,NC_003197.2,349672,349890,+,349372,349721
STM0306,STM0306,NC_003197.2,349894,350619,-,350569,350918
STM0307,STM0307,NC_003197.2,350944,351358,-,351308,351657
STM0308,yafV,NC_003197.2,351722,352503,-,352453,352802
STM0309,yafH,NC_003197.2,352598,355058,-,355008,355357
STM0310,ghmA,NC_003197.2,355270,355860,+,354970,355319
STM0311,yafJ,NC_003197.2,356063,356840,+,355763,356112
STM0312,yafK,NC_003197.2,356811,357565,-,357515,357864
STM0313,dinP,NC_003197.2,357788,358856,+,357488,357837
STM0315,prfH,NC_003197.2,360188,360818,+,359888,360237
STM0316,pepD,NC_003197.2,360974,362444,-,362394,362743
STM0317,gpt,NC_003197.2,362662,363138,+,362362,362711
STM0318,yafA,NC_003197.2,363212,364471,+,362912,363261
STM0319,crl,NC_003197.2,364517,364930,+,364217,364566
STM0320,phoE,NC_003197.2,364981,366179,-,366129,366478
STM0321,proB,NC_003197.2,366309,367419,+,366009,366358
STM0322,proA,NC_003197.2,367418,368681,+,367118,367467
STM0323,thrW,NC_003197.2,368807,368879,+,368507,368856
STM0324,STM0324,NC_003197.2,369153,369380,+,368853,369202
STM0325,STM0325,NC_003197.2,369198,369998,-,369948,370297
STM0327,STM0327,NC_003197.2,370726,371063,+,370426,370775
STM0328,STM0328,NC_003197.2,371397,372642,+,371097,371446
STM0329,STM0329,NC_003197.2,372766,374195,+,372466,372815
STM0330,STM0330,NC_003197.2,374190,374823,+,373890,374239
STM0331,STM0331,NC_003197.2,374831,375716,+,374531,374880
STM0332,STM0332,NC_003197.2,375712,376630,+,375412,375761
STM0333,STM0333,NC_003197.2,376656,377629,+,376356,376705
STM0334,STM0334,NC_003197.2,377574,377854,-,377804,378153
STM0335,STM0335,NC_003197.2,378531,378935,+,378231,378580
STM0336,stbE,NC_003197.2,378982,379748,-,379698,380047
STM0337,stbD,NC_003197.2,379706,381038,-,380988,381337
STM0338,stbC,NC_003197.2,381036,383603,-,383553,383902
STM0339,stbB,NC_003197.2,383581,384357,-,384307,384656
STM0340,stbA,NC_003197.2,384404,384948,-,384898,385247
STM0341,STM0341,NC_003197.2,385574,386338,+,385274,385623
STM0342,STM0342,NC_003197.2,386306,386610,+,386006,386355
STM0343,STM0343,NC_003197.2,387105,388684,+,386805,387154
STM0344,STM0344,NC_003197.2,388778,389527,+,388478,388827
STM0345,STM0345,NC_003197.2,389494,389988,+,389194,389543
STM0346,STM0346,NC_003197.2,390383,390913,+,390083,390432
STM0347,STM0347,NC_003197.2,391057,391698,+,390757,391106
STM0348,STM0348,NC_003197.2,391703,391933,+,391403,391752
STM0349,STM0349,NC_003197.2,391984,392350,+,391684,392033
STM0350,STM0350,NC_003197.2,392420,393948,-,393898,394247
STM0351,STM0351,NC_003197.2,393894,397067,-,397017,397366
STM0352,STM0352,NC_003197.2,397058,398290,-,398240,398589
STM0353,STM0353,NC_003197.2,398554,400849,+,398254,398603
STM0354,STM0354,NC_003197.2,400853,401325,+,400553,400902
STM0355,STM0355,NC_003197.2,401396,401597,+,401096,401445
STM0356,STM0356,NC_003197.2,401883,403143,+,401583,401932
STM0357,mod,NC_003197.2,403326,405290,+,403026,403375
STM0358,res,NC_003197.2,405293,408272,+,404993,405342
STM0359,STM0359,NC_003197.2,408544,408650,+,408244,408593
STM0360,STM0360,NC_003197.2,408761,410170,+,408461,408810
STM0361,STM0361,NC_003197.2,410159,411177,+,409859,410208
STM0362,STM0362,NC_003197.2,411190,411418,+,410890,411239
STM0363,STM0363,NC_003197.2,411510,412518,+,411210,411559
STM0364,foxA,NC_003197.2,412664,414772,+,412364,412713
STM0365,yahN,NC_003197.2,414813,415461,-,415411,415760
STM0366,yahO,NC_003197.2,415665,415952,+,415365,415714
STM0367,prpR,NC_003197.2,416088,417730,-,417680,418029
STM0368,prpB,NC_003197.2,417967,418865,+,417667,418016
STM0369,prpC,NC_003197.2,418979,420157,+,418679,419028
STM0370,prpD,NC_003197.2,420182,421648,+,419882,420231
STM0371,prpE,NC_003197.2,421677,423575,+,421377,421726
STM0372,hemB,NC_003197.2,423679,424663,-,424613,424962
STM0373,yaiU,NC_003197.2,425151,428102,+,424851,425200
STM0374,yaiV,NC_003197.2,428177,428811,+,427877,428226
STM0375,ampH,NC_003197.2,428856,429986,-,429936,430285
STM0376,sbmA,NC_003197.2,430348,431580,+,430048,430397
STM0377,yaiW,NC_003197.2,431584,432689,+,431284,431633
STM0378,yaiY,NC_003197.2,432727,433047,-,432997,433346
STM0379,yaiZ,NC_003197.2,433292,433518,+,432992,433341
STM0380,ddlA,NC_003197.2,433544,434656,-,434606,434955
STM0381,STM0381,NC_003197.2,434712,435429,+,434412,434761
STM0382,STM0382,NC_003197.2,435598,436809,+,435298,435647
STM0383,yaiB,NC_003197.2,437092,437366,+,436792,437141
STM0384,psiF,NC_003197.2,437706,438038,+,437406,437755
STM0385,yaiC,NC_003197.2,438111,439242,+,437811,438160
STM0386,proC,NC_003197.2,439257,440080,-,440030,440379
STM0387,yaiI,NC_003197.2,440194,440661,+,439894,440243
STM0388,aroL,NC_003197.2,440687,441391,+,440387,440736
STM0389,yaiA,NC_003197.2,441407,441609,+,441107,441456
STM0390,aroM,NC_003197.2,441846,442537,+,441546,441895
STM0391,yaiE,NC_003197.2,442595,442892,+,442295,442644
STM0392,rdgC,NC_003197.2,442930,443853,-,443803,444152
STM0393,yajF,NC_003197.2,443955,444875,+,443655,444004
STM0394,araJ,NC_003197.2,444897,446125,-,446075,446424
STM0395,sbcC,NC_003197.2,446242,449396,-,449346,449695
STM0396,sbcD,NC_003197.2,449379,450592,-,450542,450891
STM0397,phoB,NC_003197.2,450723,451485,+,450423,450772
STM0398,phoR,NC_003197.2,451540,452850,+,451240,451589
STM0399,brnQ,NC_003197.2,453243,454578,+,452943,453292
STM0400,proY,NC_003197.2,454644,456023,+,454344,454693
STM0401,malZ,NC_003197.2,456172,458002,+,455872,456221
STM0402,STM0402,NC_003197.2,458074,458684,-,458634,458983
STM0403,yajB,NC_003197.2,458886,459478,-,459428,459777
STM0404,queA,NC_003197.2,459561,460625,+,459261,459610
STM0405,tgt,NC_003197.2,460811,461949,+,460511,460860
STM0406,yajC,NC_003197.2,461960,462304,+,461660,462009
STM0407,secD,NC_003197.2,462320,464179,+,462020,462369
STM0408,secF,NC_003197.2,464178,465161,+,463878,464227
STM0409,STM0409,NC_003197.2,465301,465674,+,465001,465350
STM0410,STM0410,NC_003197.2,465700,466392,+,465400,465749
STM0411,yajD,NC_003197.2,466546,466909,+,466246,466595
STM0412,STM0412,NC_003197.2,467157,467483,-,467433,467782
STM0413,tsx,NC_003197.2,467538,468539,-,468489,468838
STM0414,yajI,NC_003197.2,468701,469255,-,469205,469554
STM0415,ybaD,NC_003197.2,469381,469841,+,469081,469430
STM0416,ribD,NC_003197.2,469833,470948,+,469533,469882
STM0417,ribH,NC_003197.2,471023,471507,+,470723,471072
STM0418,nusB,NC_003197.2,471516,471947,+,471216,471565
STM0419,thiL,NC_003197.2,472014,473003,+,471714,472063
STM0420,pgpA,NC_003197.2,472970,473496,+,472670,473019
STM0421,yajO,NC_003197.2,473600,474587,-,474537,474886
STM0422,dxs,NC_003197.2,474631,476493,-,476443,476792
STM0423,ispA,NC_003197.2,476517,477431,-,477381,477730
STM0424,xseB,NC_003197.2,477417,477679,-,477629,477978
STM0425,thiI,NC_003197.2,477869,479317,+,477569,477918
STM0426,phnV,NC_003197.2,479361,480165,-,480115,480464
STM0427,phnU,NC_003197.2,480161,481027,-,480977,481326
STM0428,phnT,NC_003197.2,481024,482133,-,482083,482432
STM0429,phnS,NC_003197.2,482139,483157,-,483107,483456
STM0430,phnR,NC_003197.2,483350,484085,-,484035,484384
STM0431,phnW,NC_003197.2,484203,485312,+,483903,484252
STM0432,phnX,NC_003197.2,485312,486131,+,485012,485361
STM0433,thiJ,NC_003197.2,486228,486831,-,486781,487130
STM0434,apbA,NC_003197.2,486781,487703,-,487653,488002
STM0435,yajQ,NC_003197.2,487800,488309,+,487500,487849
STM0436,yajR,NC_003197.2,488356,489705,-,489655,490004
STM0436A,STM0436A,NC_003197.2,489948,490109,-,490059,490408
STM0437,STM0437,NC_003197.2,490250,491768,+,489950,490299
STM0438,STM0438,NC_003197.2,491986,493273,+,491686,492035
STM0439,cyoE,NC_003197.2,493355,494254,-,494204,494553
STM0440,cyoD,NC_003197.2,494257,494600,-,494550,494899
STM0441,cyoC,NC_003197.2,494586,495212,-,495162,495511
STM0442,cyoB,NC_003197.2,495190,497193,-,497143,497492
STM0443,cyoA,NC_003197.2,497192,498229,-,498179,498528
STM0444,ampG,NC_003197.2,498601,500094,-,500044,500393
