locus_tag,gene_name,chrom,start,end,strand,promoter_start,promoter_end
A628_RS00185,A628_RS00185,NZ_KI635571.1,40980,41663,+,40680,41029
A628_RS00195,A628_RS00195,NZ_KI635571.1,43010,43275,-,43225,43275
A628_RS00200,amiC,NZ_KI635572.1,143,1396,-,1346,1695
A628_RS00205,argA,NZ_KI635572.1,1629,2960,+,1329,1678
A628_RS00210,recD,NZ_KI635572.1,3063,4898,-,4848,5197
A628_RS00215,recB,NZ_KI635572.1,4895,8440,-,8390,8739
A628_RS00220,ptrA,NZ_KI635572.1,8433,11321,-,11271,11620
A628_RS00225,recC,NZ_KI635572.1,11499,14870,-,14820,15169
A628_RS00230,A628_RS00230,NZ_KI635572.1,14886,15206,-,15156,15505
A628_RS00235,A628_RS00235,NZ_KI635572.1,15191,15598,-,15548,15897
A628_RS00240,A628_RS00240,NZ_KI635572.1,15595,16158,-,16108,16457
A628_RS00245,A628_RS00245,NZ_KI635572.1,16149,16619,-,16569,16918
A628_RS00255,thyA,NZ_KI635572.1,16804,17598,-,17548,17897
A628_RS00260,lgt,NZ_KI635572.1,17605,18480,-,18430,18779
A628_RS00265,ptsP,NZ_KI635572.1,18696,20942,-,20892,21241
A628_RS00270,rppH,NZ_KI635572.1,20955,21485,-,21435,21784
A628_RS00280,mutH,NZ_KI635572.1,22168,22863,+,21868,22217
A628_RS00285,A628_RS00285,NZ_KI635572.1,23045,23758,+,22745,23094
A628_RS00290,A628_RS00290,NZ_KI635572.1,23928,24146,+,23628,23977
A628_RS00295,A628_RS00295,NZ_KI635572.1,24337,25377,+,24037,24386
A628_RS00300,lplT,NZ_KI635572.1,25464,26666,-,26616,26965
A628_RS00305,aas,NZ_KI635572.1,26659,28818,-,28768,29117
A628_RS00310,galR,NZ_KI635572.1,29411,30439,+,29111,29460
A628_RS00315,A628_RS00315,NZ_KI635572.1,30450,31472,+,30150,30499
A628_RS00320,lysA,NZ_KI635572.1,31482,32744,-,32694,33043
A628_RS00325,A628_RS00325,NZ_KI635572.1,32862,33797,+,32562,32911
A628_RS00330,A628_RS00330,NZ_KI635572.1,33769,34476,-,34426,34775
A628_RS00335,araE,NZ_KI635572.1,34589,36007,-,35957,36306
A628_RS00340,kduD,NZ_KI635572.1,36361,37122,-,37072,37421
A628_RS00345,kduI,NZ_KI635572.1,37179,38015,-,37965,38314
A628_RS00350,A628_RS00350,NZ_KI635572.1,38445,39623,-,39573,39922
A628_RS00355,A628_RS00355,NZ_KI635572.1,39746,40609,-,40559,40908
A628_RS00360,A628_RS00360,NZ_KI635572.1,40713,41168,+,40413,40762
A628_RS00365,A628_RS00365,NZ_KI635572.1,41310,42539,+,41010,41359
A628_RS00370,rcnR,NZ_KI635572.1,42570,42842,-,42792,43141
A628_RS00375,A628_RS00375,NZ_KI635572.1,42964,43830,+,42664,43013
A628_RS00380,A628_RS00380,NZ_KI635572.1,44039,44797,-,44747,45096
A628_RS00385,A628_RS00385,NZ_KI635572.1,44784,45296,-,45246,45595
A628_RS00390,A628_RS00390,NZ_KI635572.1,45440,46513,-,46463,46812
A628_RS00395,stdC,NZ_KI635572.1,46510,47253,-,47203,47552
A628_RS00400,stdB,NZ_KI635572.1,47294,49783,-,49733,50082
A628_RS00405,A628_RS00405,NZ_KI635572.1,49903,50487,-,50437,50786
A628_RS00410,A628_RS00410,NZ_KI635572.1,51206,51838,-,51788,52137
A628_RS00415,A628_RS00415,NZ_KI635572.1,51885,52421,-,52371,52720
A628_RS26405,A628_RS26405,NZ_KI635572.1,52467,52723,-,52673,52723
A628_RS00420,A628_RS00420,NZ_KI635573.1,37,129,-,79,428
A628_RS00425,csrA,NZ_KI635573.1,433,618,-,568,917
A628_RS00430,alaS,NZ_KI635573.1,853,3483,-,3433,3782
A628_RS00435,recX,NZ_KI635573.1,3719,4219,-,4169,4518
A628_RS00440,recA,NZ_KI635573.1,4336,5397,-,5347,5696
A628_RS00445,pncC,NZ_KI635573.1,5482,5979,-,5929,6278
A628_RS26410,A628_RS26410,NZ_KI635573.1,6175,6420,+,5875,6224
A628_RS00455,mltB,NZ_KI635573.1,6458,7537,-,7487,7836
A628_RS00460,srlA,NZ_KI635573.1,7791,8354,+,7491,7840
A628_RS00465,A628_RS00465,NZ_KI635573.1,8351,9322,+,8051,8400
A628_RS00470,srlB,NZ_KI635573.1,9334,9696,+,9034,9383
A628_RS00475,srlD,NZ_KI635573.1,9708,10487,+,9408,9757
A628_RS00480,gutM,NZ_KI635573.1,10564,10923,+,10264,10613
A628_RS00490,srlR,NZ_KI635573.1,11121,11894,+,10821,11170
A628_RS00495,gutQ,NZ_KI635573.1,11887,12852,+,11587,11936
A628_RS00500,norR,NZ_KI635573.1,12849,14369,-,14319,14668
A628_RS00505,norV,NZ_KI635573.1,14555,15994,+,14255,14604
A628_RS00510,norW,NZ_KI635573.1,15991,17124,+,15691,16040
A628_RS00515,hypF,NZ_KI635573.1,17221,19461,-,19411,19760
A628_RS00520,hydN,NZ_KI635573.1,19607,20152,-,20102,20451
A628_RS00525,A628_RS00525,NZ_KI635573.1,20353,21162,-,21112,21461
A628_RS00530,hycI,NZ_KI635573.1,21187,21657,-,21607,21956
A628_RS00535,A628_RS00535,NZ_KI635573.1,21650,22060,-,22010,22359
A628_RS00540,hycG,NZ_KI635573.1,22057,22824,-,22774,23123
A628_RS00545,hycF,NZ_KI635573.1,22824,23366,-,23316,23665
A628_RS00550,hycE,NZ_KI635573.1,23376,25085,-,25035,25384
A628_RS00555,A628_RS00555,NZ_KI635573.1,25103,26026,-,25976,26325
A628_RS00560,hycC,NZ_KI635573.1,26029,27855,-,27805,28154
A628_RS00565,hycB,NZ_KI635573.1,27855,28463,-,28413,28762
A628_RS00570,hycA,NZ_KI635573.1,28609,29070,-,29020,29369
A628_RS00575,hypA,NZ_KI635573.1,29280,29636,+,28980,29329
A628_RS00580,hypB,NZ_KI635573.1,29705,30577,+,29405,29754
A628_RS00585,hypC,NZ_KI635573.1,30568,30840,+,30268,30617
A628_RS00590,hypD,NZ_KI635573.1,30840,31961,+,30540,30889
A628_RS00595,hypE,NZ_KI635573.1,31958,32968,+,31658,32007
A628_RS00600,flhA,NZ_KI635573.1,33187,35265,+,32887,33236
A628_RS00605,A628_RS00605,NZ_KI635573.1,35327,35671,-,35621,35970
A628_RS00610,sitA,NZ_KI635573.1,35853,36770,+,35553,35902
A628_RS00615,sitB,NZ_KI635573.1,36767,37588,+,36467,36816
A628_RS00620,sitC,NZ_KI635573.1,37585,38445,+,37285,37634
A628_RS00625,sitD,NZ_KI635573.1,38436,39284,+,38136,38485
A628_RS00630,avrA,NZ_KI635573.1,39383,40291,-,40241,40590
A628_RS00635,sprB,NZ_KI635573.1,40452,41207,-,41157,41506
A628_RS00640,hilC,NZ_KI635573.1,41592,42479,-,42429,42778
A628_RS00645,A628_RS00645,NZ_KI635573.1,42825,43277,-,43227,43576
A628_RS00650,orgB,NZ_KI635573.1,43293,43964,-,43914,44263
A628_RS00655,orgA,NZ_KI635573.1,43921,44520,-,44470,44819
A628_RS00660,prgK,NZ_KI635573.1,44492,45250,-,45200,45549
A628_RS00665,prgJ,NZ_KI635573.1,45247,45552,-,45502,45851
A628_RS00670,prgI,NZ_KI635573.1,45571,45813,-,45763,46112
A628_RS00675,prgH,NZ_KI635573.1,45838,47016,-,46966,47315
A628_RS00680,hilD,NZ_KI635573.1,47332,48261,+,47032,47381
A628_RS00685,hilA,NZ_KI635573.1,49351,51012,+,49051,49400
A628_RS00690,iagB,NZ_KI635573.1,51030,51512,+,50730,51079
A628_RS00695,sptP,NZ_KI635573.1,51566,53197,-,53147,53496
A628_RS00700,sicP,NZ_KI635573.1,53184,53576,-,53526,53875
A628_RS00705,A628_RS00705,NZ_KI635573.1,53603,53863,-,53813,54162
A628_RS00710,A628_RS00710,NZ_KI635573.1,53907,54155,-,54105,54454
A628_RS00715,sipA,NZ_KI635573.1,54174,56231,-,56181,56530
A628_RS00720,sipD,NZ_KI635573.1,56250,57281,-,57231,57580
A628_RS00725,sipC,NZ_KI635573.1,57352,58581,-,58531,58880
A628_RS00730,sipB,NZ_KI635573.1,58609,60390,-,60340,60689
A628_RS00735,sicA,NZ_KI635573.1,60393,60890,-,60840,61189
A628_RS00740,spaS,NZ_KI635573.1,61028,62098,-,62048,62397
A628_RS00745,spaR,NZ_KI635573.1,62085,62876,-,62826,63175
A628_RS00750,spaQ,NZ_KI635573.1,62880,63140,-,63090,63439
A628_RS00755,spaP,NZ_KI635573.1,63166,63840,-,63790,64139
A628_RS00760,spaO,NZ_KI635573.1,63830,64741,-,64691,65040
A628_RS00765,spaN,NZ_KI635573.1,64741,65751,-,65701,66050
A628_RS00770,spaM,NZ_KI635573.1,65751,66194,-,66144,66493
A628_RS00775,invC,NZ_KI635573.1,66172,67467,-,67417,67766
A628_RS00780,spaK,NZ_KI635573.1,67464,67871,-,67821,68170
A628_RS00785,invA,NZ_KI635573.1,67895,69952,-,69902,70251
A628_RS00790,invE,NZ_KI635573.1,69977,71095,-,71045,71394
A628_RS00795,invG,NZ_KI635573.1,71092,72780,-,72730,73079
A628_RS00800,invF,NZ_KI635573.1,72777,73427,-,73377,73726
A628_RS00805,invH,NZ_KI635573.1,73884,74327,+,73584,73933
A628_RS00810,A628_RS00810,NZ_KI635573.1,74759,75208,+,74459,74808
A628_RS00815,A628_RS00815,NZ_KI635573.1,75193,75540,+,74893,75242
A628_RS00820,A628_RS00820,NZ_KI635573.1,75813,76139,-,76089,76438
A628_RS00825,A628_RS00825,NZ_KI635573.1,76732,77022,+,76432,76781
A628_RS00830,A628_RS00830,NZ_KI635573.1,77019,77546,+,76719,77068
A628_RS00840,pphB,NZ_KI635573.1,78171,78827,+,77871,78220
A628_RS00845,A628_RS00845,NZ_KI635573.1,78999,79493,-,79443,79792
A628_RS00850,A628_RS00850,NZ_KI635573.1,79520,80188,-,80138,80487
A628_RS00860,mutS,NZ_KI635573.1,81332,83899,+,81032,81381
A628_RS00865,A628_RS00865,NZ_KI635573.1,83955,84335,-,84285,84634
A628_RS00870,A628_RS00870,NZ_KI635573.1,84332,85540,-,85490,85839
A628_RS00875,A628_RS00875,NZ_KI635573.1,85628,86560,+,85328,85677
A628_RS00880,A628_RS00880,NZ_KI635573.1,86602,88098,-,88048,88397
A628_RS00885,denD,NZ_KI635573.1,88095,89045,-,88995,89344
A628_RS00890,A628_RS00890,NZ_KI635573.1,89085,89861,-,89811,90160
A628_RS00895,A628_RS00895,NZ_KI635573.1,89866,90504,-,90454,90803
A628_RS00900,otnK,NZ_KI635573.1,90501,91763,-,91713,92062
A628_RS00905,ltnD,NZ_KI635573.1,91757,92680,-,92630,92979
A628_RS00910,ygbI,NZ_KI635573.1,92877,93641,+,92577,92926
A628_RS00915,A628_RS00915,NZ_KI635573.1,93660,94064,-,94014,94363
A628_RS00920,A628_RS00920,NZ_KI635573.1,94235,94828,+,93935,94284
A628_RS00925,A628_RS00925,NZ_KI635573.1,94828,96255,+,94528,94877
A628_RS00930,A628_RS00930,NZ_KI635573.1,96266,96502,+,95966,96315
A628_RS00935,rpoS,NZ_KI635573.1,96547,97539,-,97489,97838
A628_RS00940,nlpD,NZ_KI635573.1,97602,98684,-,98634,98983
A628_RS26415,A628_RS26415,NZ_KI635573.1,98614,98772,+,98314,98663
A628_RS00945,A628_RS00945,NZ_KI635573.1,98911,99537,-,99487,99836
A628_RS00950,surE,NZ_KI635573.1,99531,100292,-,100242,100591
A628_RS00955,truD,NZ_KI635573.1,100273,101322,-,101272,101621
A628_RS00960,ispF,NZ_KI635573.1,101319,101798,-,101748,102097
A628_RS00965,ispD,NZ_KI635573.1,101798,102508,-,102458,102807
A628_RS00970,ftsB,NZ_KI635573.1,102527,102838,-,102788,103137
A628_RS00975,A628_RS00975,NZ_KI635573.1,103029,103352,-,103302,103651
A628_RS00980,cysC,NZ_KI635573.1,103403,104008,-,103958,104307
A628_RS00985,cysN,NZ_KI635573.1,103995,105434,-,105384,105733
A628_RS00990,cysD,NZ_KI635573.1,105444,106352,-,106302,106651
A628_RS00995,A628_RS00995,NZ_KI635573.1,106603,107649,+,106303,106652
A628_RS01000,cas2e,NZ_KI635573.1,109070,109363,-,109313,109662
A628_RS01005,cas1e,NZ_KI635573.1,109363,110283,-,110233,110582
A628_RS01010,cas6e,NZ_KI635573.1,110280,110930,-,110880,111229
A628_RS01015,cas5e,NZ_KI635573.1,110912,111658,-,111608,111957
A628_RS01020,cas7e,NZ_KI635573.1,111669,112727,-,112677,113026
A628_RS01025,casB,NZ_KI635573.1,112741,113301,-,113251,113600
A628_RS01030,casA,NZ_KI635573.1,113298,114854,-,114804,115153
A628_RS01035,A628_RS01035,NZ_KI635573.1,114866,117529,-,117479,117828
A628_RS01040,sopD,NZ_KI635573.1,117974,118927,+,117674,118023
A628_RS01045,A628_RS01045,NZ_KI635574.1,27,717,-,667,717
A628_RS01050,rsxC,NZ_KI635575.1,1,1879,-,1829,2178
A628_RS01055,rsxB,NZ_KI635575.1,1872,2450,-,2400,2749
A628_RS01060,rsxA,NZ_KI635575.1,2450,3031,-,2981,3330
A628_RS01065,A628_RS01065,NZ_KI635575.1,3108,3548,-,3498,3847
A628_RS01070,ydgT,NZ_KI635575.1,3637,3852,-,3802,4151
A628_RS01075,blr,NZ_KI635575.1,4150,4275,-,4225,4574
A628_RS01080,A628_RS01080,NZ_KI635575.1,4483,5523,+,4183,4532
A628_RS01085,add,NZ_KI635575.1,5597,6598,-,6548,6897
A628_RS01100,A628_RS01100,NZ_KI635575.1,7879,9387,-,9337,9686
A628_RS01105,manA,NZ_KI635575.1,9490,10665,-,10615,10964
A628_RS01110,A628_RS01110,NZ_KI635575.1,10865,12260,+,10565,10914
A628_RS26420,A628_RS26420,NZ_KI635576.1,1,750,+,1,50
A628_RS26425,A628_RS26425,NZ_KI635576.1,771,1256,+,471,820
A628_RS01125,gmd,NZ_KI635577.1,1,1073,-,1023,1073
A628_RS01135,A628_RS01135,NZ_KI635578.1,524,1240,-,1190,1539
A628_RS01140,yjcO,NZ_KI635579.1,108,797,-,747,1096
A628_RS01145,A628_RS01145,NZ_KI635579.1,974,3121,-,3071,3420
A628_RS01155,lpxO,NZ_KI635579.1,3487,4395,-,4345,4694
A628_RS01160,phnO,NZ_KI635579.1,4653,5087,-,5037,5386
A628_RS01165,yjdN,NZ_KI635579.1,5239,5682,-,5632,5981
A628_RS01170,A628_RS01170,NZ_KI635579.1,5802,6137,-,6087,6436
A628_RS01175,proP,NZ_KI635579.1,6605,8107,+,6305,6654
A628_RS25950,pmrR,NZ_KI635579.1,8177,8266,+,7877,8226
A628_RS01180,pmrB,NZ_KI635579.1,8274,9344,-,9294,9643
A628_RS01185,pmrA,NZ_KI635579.1,9354,10022,-,9972,10321
A628_RS01190,eptA,NZ_KI635579.1,10019,11662,-,11612,11961
A628_RS01195,adiC,NZ_KI635579.1,11796,13133,-,13083,13432
A628_RS01200,A628_RS01200,NZ_KI635579.1,13273,14034,-,13984,14333
A628_RS01210,adiA,NZ_KI635579.1,14332,16599,-,16549,16898
A628_RS01215,melR,NZ_KI635579.1,16832,17764,-,17714,18063
A628_RS01220,melA,NZ_KI635579.1,18033,19388,+,17733,18082
A628_RS01225,melB,NZ_KI635579.1,19472,20902,+,19172,19521
A628_RS01230,A628_RS01230,NZ_KI635579.1,21000,21283,-,21233,21283
A628_RS01235,aceF,NZ_KI635580.1,1,1175,+,1,50
A628_RS01240,lpdA,NZ_KI635580.1,1376,2800,+,1076,1425
A628_RS01245,A628_RS01245,NZ_KI635580.1,3089,3373,+,2789,3138
A628_RS01250,A628_RS01250,NZ_KI635580.1,3411,4202,-,4152,4501
A628_RS01255,A628_RS01255,NZ_KI635580.1,4215,5843,-,5793,6142
A628_RS01260,acnB,NZ_KI635580.1,6232,8829,+,5932,6281
A628_RS01265,A628_RS01265,NZ_KI635580.1,8861,9832,-,9782,10131
A628_RS01270,A628_RS01270,NZ_KI635580.1,9971,10993,+,9671,10020
A628_RS01275,A628_RS01275,NZ_KI635580.1,10994,11335,+,10694,11043
A628_RS01280,A628_RS01280,NZ_KI635580.1,11350,12282,-,12232,12581
A628_RS01285,A628_RS01285,NZ_KI635580.1,12357,13490,+,12057,12406
A628_RS01295,A628_RS01295,NZ_KI635580.1,13711,14175,-,14125,14474
A628_RS01300,A628_RS01300,NZ_KI635580.1,14585,14908,-,14858,15207
A628_RS01305,yacL,NZ_KI635580.1,15179,15541,+,14879,15228
A628_RS01310,A628_RS01310,NZ_KI635580.1,15776,16729,+,15476,15825
A628_RS01315,dtnK,NZ_KI635580.1,16726,17997,+,16426,16775
A628_RS01320,A628_RS01320,NZ_KI635580.1,17987,18970,+,17687,18036
A628_RS01325,A628_RS01325,NZ_KI635580.1,18980,19747,+,18680,19029
A628_RS01330,speD,NZ_KI635580.1,19777,20571,-,20521,20870
A628_RS01335,speE,NZ_KI635580.1,20592,21452,-,21402,21751
A628_RS01340,A628_RS01340,NZ_KI635580.1,21559,21906,-,21856,22205
A628_RS01345,cueO,NZ_KI635580.1,22108,23718,+,21808,22157
A628_RS01350,A628_RS01350,NZ_KI635580.1,23796,26186,-,26136,26485
A628_RS01355,hpt,NZ_KI635580.1,26392,26928,+,26092,26441
A628_RS01360,can,NZ_KI635580.1,26986,27648,-,27598,27947
A628_RS01365,A628_RS01365,NZ_KI635580.1,27757,28683,+,27457,27806
A628_RS01370,A628_RS01370,NZ_KI635580.1,28680,29450,+,28380,28729
A628_RS01375,A628_RS01375,NZ_KI635580.1,29564,30640,-,30590,30939
A628_RS01380,A628_RS01380,NZ_KI635580.1,30649,33195,-,33145,33494
A628_RS01385,stiB,NZ_KI635580.1,33222,33905,-,33855,34204
A628_RS01390,stiA,NZ_KI635580.1,33953,34486,-,34436,34785
A628_RS01395,A628_RS01395,NZ_KI635580.1,34856,35296,+,34556,34905
A628_RS01400,A628_RS01400,NZ_KI635580.1,35358,36587,+,35058,35407
A628_RS01405,A628_RS01405,NZ_KI635580.1,36589,37650,-,37600,37949
A628_RS01410,A628_RS01410,NZ_KI635580.1,37662,38261,-,38211,38560
A628_RS01415,A628_RS01415,NZ_KI635580.1,38280,38837,-,38787,39136
A628_RS01420,A628_RS01420,NZ_KI635580.1,38864,39448,-,39398,39747
A628_RS01425,A628_RS01425,NZ_KI635580.1,39471,42068,-,42018,42367
A628_RS01430,A628_RS01430,NZ_KI635580.1,42136,42888,-,42838,43187
A628_RS01435,A628_RS01435,NZ_KI635580.1,42975,43580,-,43530,43879
A628_RS01440,panD,NZ_KI635580.1,43858,44238,-,44188,44537
A628_RS01445,panC,NZ_KI635580.1,44333,45187,-,45137,45486
A628_RS01450,panB,NZ_KI635580.1,45313,46104,-,46054,46403
A628_RS01455,folK,NZ_KI635580.1,46225,46704,-,46654,47003
A628_RS01460,pcnB,NZ_KI635580.1,46701,48098,-,48048,48397
A628_RS01465,gluQRS,NZ_KI635580.1,48260,49156,-,49106,49455
A628_RS01470,dksA,NZ_KI635580.1,49225,49680,-,49630,49979
A628_RS01475,sfsA,NZ_KI635580.1,49857,50561,-,50511,50860
A628_RS01480,thpR,NZ_KI635580.1,50578,51108,-,51058,51407
A628_RS01485,hrpB,NZ_KI635580.1,51181,53610,+,50881,51230
A628_RS01490,mrcB,NZ_KI635580.1,53751,56273,+,53451,53800
A628_RS01495,fhuA,NZ_KI635580.1,56566,58809,+,56266,56615
A628_RS01500,fhuC,NZ_KI635580.1,58858,59655,+,58558,58907
A628_RS01505,fhuD,NZ_KI635580.1,59655,60545,+,59355,59704
A628_RS01510,A628_RS01510,NZ_KI635581.1,1,674,-,624,973
A628_RS01515,merE,NZ_KI635581.1,671,907,-,857,1206
A628_RS01520,merD,NZ_KI635581.1,904,1266,-,1216,1565
A628_RS01525,merA,NZ_KI635581.1,1284,2978,-,2928,3277
A628_RS01530,merC,NZ_KI635581.1,3030,3452,-,3402,3751
A628_RS01535,merP,NZ_KI635581.1,3488,3763,-,3713,4062
A628_RS01540,A628_RS01540,NZ_KI635581.1,3777,4127,-,4077,4426
A628_RS01545,merR,NZ_KI635581.1,4199,4633,+,3899,4248
A628_RS01555,A628_RS01555,NZ_KI635581.1,5636,5878,+,5336,5685
A628_RS01560,tetR(A),NZ_KI635581.1,5910,6560,-,6510,6859
A628_RS01565,tet(A),NZ_KI635581.1,6666,7865,+,6366,6715
A628_RS01570,A628_RS01570,NZ_KI635581.1,7897,8757,-,8707,8799
A628_RS23870,A628_RS23870,NZ_KI635582.1,1,171,+,1,50
A628_RS01575,A628_RS01575,NZ_KI635582.1,399,1667,-,1617,1966
A628_RS01580,A628_RS01580,NZ_KI635582.1,1890,2873,+,1590,1939
A628_RS01585,A628_RS01585,NZ_KI635582.1,2874,3764,-,3714,4063
A628_RS01590,A628_RS01590,NZ_KI635582.1,3894,4739,+,3594,3943
A628_RS01595,A628_RS01595,NZ_KI635582.1,4754,5299,+,4454,4803
A628_RS01600,aroG,NZ_KI635582.1,5393,6445,-,6395,6744
A628_RS01605,A628_RS01605,NZ_KI635582.1,6765,7151,+,6465,6814
A628_RS01610,zitB,NZ_KI635582.1,7262,8200,+,6962,7311
A628_RS01615,pnuC,NZ_KI635582.1,8197,8916,-,8866,9215
A628_RS01620,nadA,NZ_KI635582.1,8941,9984,-,9934,10283
A628_RS01625,A628_RS01625,NZ_KI635583.1,1,1358,+,1,50
A628_RS01645,A628_RS01645,NZ_KI635585.1,143,826,+,1,192
A628_RS01650,A628_RS01650,NZ_KI635586.1,132,1763,-,1713,2062
A628_RS01655,A628_RS01655,NZ_KI635586.1,1768,2025,-,1975,2324
A628_RS01660,A628_RS01660,NZ_KI635586.1,2514,3119,+,2214,2563
A628_RS01665,A628_RS01665,NZ_KI635586.1,3375,4370,+,3075,3424
A628_RS01670,A628_RS01670,NZ_KI635586.1,4646,5557,+,4346,4695
A628_RS01675,A628_RS01675,NZ_KI635586.1,5762,6223,+,5462,5811
A628_RS01680,A628_RS01680,NZ_KI635586.1,6220,6894,-,6844,7193
A628_RS01685,uxuR,NZ_KI635586.1,7244,8017,+,6944,7293
A628_RS01690,trpS,NZ_KI635586.1,8018,9031,-,8981,9330
A628_RS01700,A628_RS01700,NZ_KI635586.1,9748,10278,+,9448,9797
A628_RS01705,A628_RS01705,NZ_KI635586.1,10517,11251,+,10217,10566
A628_RS01710,hypT,NZ_KI635586.1,11257,12165,-,12115,12464
A628_RS01715,iadA,NZ_KI635586.1,12284,13456,-,13406,13755
A628_RS01720,A628_RS01720,NZ_KI635586.1,13469,13930,-,13880,14229
A628_RS01725,A628_RS01725,NZ_KI635586.1,13927,14598,-,14548,14897
A628_RS01735,A628_RS01735,NZ_KI635586.1,15470,16654,-,16604,16953
A628_RS01740,A628_RS01740,NZ_KI635586.1,16874,18145,-,18095,18444
A628_RS01745,mdtM,NZ_KI635586.1,18232,19473,-,19423,19772
A628_RS01750,A628_RS01750,NZ_KI635586.1,19952,20917,+,19652,20001
A628_RS01755,A628_RS01755,NZ_KI635586.1,21098,22468,+,20798,21147
A628_RS25560,A628_RS25560,NZ_KI635586.1,22563,22706,-,22656,23005
A628_RS01765,yjiS,NZ_KI635586.1,22673,22837,+,22373,22722
A628_RS01770,A628_RS01770,NZ_KI635586.1,22914,23834,-,23784,24133
A628_RS01775,A628_RS01775,NZ_KI635586.1,24245,24886,-,24836,25185
A628_RS01780,A628_RS01780,NZ_KI635586.1,24934,25749,-,25699,26048
A628_RS01785,yjiA,NZ_KI635586.1,25787,26743,-,26693,27042
A628_RS01790,A628_RS01790,NZ_KI635586.1,26754,26957,-,26907,27256
A628_RS01795,btsT,NZ_KI635586.1,27052,29202,-,29152,29501
A628_RS01800,A628_RS01800,NZ_KI635586.1,29569,30727,+,29269,29618
A628_RS01805,A628_RS01805,NZ_KI635587.1,168,1502,+,1,217
A628_RS01810,A628_RS01810,NZ_KI635587.1,1513,2472,+,1213,1562
A628_RS01815,A628_RS01815,NZ_KI635587.1,2482,3522,+,2182,2531
A628_RS01820,A628_RS01820,NZ_KI635587.1,3585,4307,+,3285,3634
A628_RS01825,A628_RS01825,NZ_KI635587.1,4405,5709,+,4105,4454
A628_RS01830,tpiA,NZ_KI635587.1,5819,6586,-,6536,6885
A628_RS01835,A628_RS01835,NZ_KI635587.1,6699,7295,-,7245,7594
A628_RS01840,A628_RS01840,NZ_KI635587.1,7396,7824,+,7096,7445
A628_RS01845,fpr,NZ_KI635587.1,7931,8677,-,8627,8976
A628_RS01850,glpX,NZ_KI635587.1,8774,9784,-,9734,10083
A628_RS01855,glpK,NZ_KI635587.1,9896,11404,-,11354,11703
A628_RS01860,A628_RS01860,NZ_KI635587.1,11425,12270,-,12220,12569
A628_RS01865,zapB,NZ_KI635587.1,12669,12908,+,12369,12718
A628_RS01870,rraA,NZ_KI635587.1,13130,13615,-,13565,13914
A628_RS01875,menA,NZ_KI635587.1,13708,14637,-,14587,14936
A628_RS01880,hslU,NZ_KI635587.1,14704,16035,-,15985,16334
