locus_tag,gene_name,chrom,start,end,strand,promoter_start,promoter_end
LW89_RS00355,steD,NZ_CP009559.1,76721,77056,-,77006,77355
LW89_RS00365,yegS,NZ_CP009559.1,77621,78520,+,77321,77670
LW89_RS00370,fbaB,NZ_CP009559.1,78573,79625,-,79575,79924
LW89_RS00375,LW89_RS00375,NZ_CP009559.1,79879,81150,+,79579,79928
LW89_RS00380,LW89_RS00380,NZ_CP009559.1,81147,82151,+,80847,81196
LW89_RS00385,LW89_RS00385,NZ_CP009559.1,82148,83113,+,81848,82197
LW89_RS00390,LW89_RS00390,NZ_CP009559.1,83087,83833,-,83783,84132
LW89_RS00395,thiD,NZ_CP009559.1,83869,84669,-,84619,84968
LW89_RS00400,thiM,NZ_CP009559.1,84656,85453,-,85403,85752
LW89_RS00405,rcnB,NZ_CP009559.1,85863,86177,+,85563,85912
LW89_RS00410,LW89_RS00410,NZ_CP009559.1,86221,87243,-,87193,87542
LW89_RS00415,LW89_RS00415,NZ_CP009559.1,87259,89745,-,89695,90044
LW89_RS00420,LW89_RS00420,NZ_CP009559.1,89774,90454,-,90404,90753
LW89_RS00425,yehD,NZ_CP009559.1,90516,91049,-,90999,91348
LW89_RS00430,LW89_RS00430,NZ_CP009559.1,91328,91609,-,91559,91908
LW89_RS00435,apbC,NZ_CP009559.1,91887,92996,-,92946,93295
LW89_RS00440,metG,NZ_CP009559.1,93161,95194,+,92861,93210
LW89_RS00445,LW89_RS00445,NZ_CP009559.1,95435,95893,+,95135,95484
LW89_RS00450,LW89_RS00450,NZ_CP009559.1,96065,96595,+,95765,96114
LW89_RS00455,LW89_RS00455,NZ_CP009559.1,96652,97119,-,97069,97418
LW89_RS00460,btsR,NZ_CP009559.1,97166,97885,-,97835,98184
LW89_RS00465,LW89_RS00465,NZ_CP009559.1,97882,99567,-,99517,99866
LW89_RS00470,mlrA,NZ_CP009559.1,99790,100521,+,99490,99839
LW89_RS00475,LW89_RS00475,NZ_CP009559.1,100581,100688,+,100281,100630
LW89_RS00480,LW89_RS00480,NZ_CP009559.1,100669,101400,-,101350,101699
LW89_RS00485,LW89_RS00485,NZ_CP009559.1,101384,102331,-,102281,102630
LW89_RS00490,LW89_RS00490,NZ_CP009559.1,102324,103493,-,103443,103792
LW89_RS00495,LW89_RS00495,NZ_CP009559.1,103497,104414,-,104364,104713
LW89_RS00500,bglX,NZ_CP009559.1,104595,106901,-,106851,107200
LW89_RS00505,dld,NZ_CP009559.1,107168,108898,+,106868,107217
LW89_RS00510,pbpG,NZ_CP009559.1,108957,109904,-,109854,110203
LW89_RS00515,LW89_RS00515,NZ_CP009559.1,110070,110657,-,110607,110956
LW89_RS00520,LW89_RS00520,NZ_CP009559.1,110816,111385,+,110516,110865
LW89_RS00525,LW89_RS00525,NZ_CP009559.1,111434,112195,-,112145,112494
LW89_RS00530,mdtQ,NZ_CP009559.1,112261,113697,-,113647,113996
LW89_RS22810,yohP,NZ_CP009559.1,114016,114099,+,113716,114065
LW89_RS00535,dusC,NZ_CP009559.1,114157,115095,-,115045,115394
LW89_RS00540,LW89_RS00540,NZ_CP009559.1,115204,116397,-,116347,116696
LW89_RS00545,maiA,NZ_CP009559.1,116412,117056,-,117006,117355
LW89_RS00550,LW89_RS00550,NZ_CP009559.1,117065,117766,-,117716,118065
LW89_RS00555,gtdA,NZ_CP009559.1,117782,118819,-,118769,119118
LW89_RS00560,LW89_RS00560,NZ_CP009559.1,118831,120189,-,120139,120488
LW89_RS00565,LW89_RS00565,NZ_CP009559.1,120315,121223,+,120015,120364
LW89_RS00570,LW89_RS00570,NZ_CP009559.1,121355,121753,+,121055,121404
LW89_RS00575,LW89_RS00575,NZ_CP009559.1,121750,122445,+,121450,121799
LW89_RS00580,cdd,NZ_CP009559.1,122599,123483,+,122299,122648
LW89_RS00585,sanA,NZ_CP009559.1,123660,124379,+,123360,123709
LW89_RS00590,LW89_RS00590,NZ_CP009559.1,124376,124621,+,124076,124425
LW89_RS00595,LW89_RS00595,NZ_CP009559.1,124826,126067,+,124526,124875
LW89_RS00600,preA,NZ_CP009559.1,126061,127296,+,125761,126110
LW89_RS00605,mglC,NZ_CP009559.1,127371,128381,-,128331,128680
LW89_RS00615,mglB,NZ_CP009559.1,130051,131049,-,130999,131348
LW89_RS00620,galS,NZ_CP009559.1,131548,132570,-,132520,132869
LW89_RS00625,yeiB,NZ_CP009559.1,132720,133862,-,133812,134161
LW89_RS00630,folE,NZ_CP009559.1,133877,134545,-,134495,134844
LW89_RS00635,fghA,NZ_CP009559.1,134875,135732,+,134575,134924
LW89_RS00640,LW89_RS00640,NZ_CP009559.1,135721,136110,-,136060,136409
LW89_RS00650,serB,NZ_CP009559.1,137699,138586,+,137399,137748
LW89_RS00655,LW89_RS00655,NZ_CP009559.1,138619,139941,+,138319,138668
LW89_RS00660,cirA,NZ_CP009559.1,139985,141976,-,141926,142275
LW89_RS00665,lysP,NZ_CP009559.1,142321,143790,-,143740,144089
LW89_RS00670,yieE,NZ_CP009559.1,143980,144843,-,144793,145142
LW89_RS00675,LW89_RS00675,NZ_CP009559.1,144964,146013,+,144664,145013
LW89_RS00680,nfo,NZ_CP009559.1,146092,146949,+,145792,146141
LW89_RS00685,fruA,NZ_CP009559.1,147004,148692,-,148642,148991
LW89_RS00690,fruK,NZ_CP009559.1,148709,149647,-,149597,149946
LW89_RS00695,fruB,NZ_CP009559.1,149647,150777,-,150727,151076
LW89_RS00700,setB,NZ_CP009559.1,151146,152327,+,150846,151195
LW89_RS00705,LW89_RS00705,NZ_CP009559.1,152392,153057,-,153007,153356
LW89_RS00710,LW89_RS00710,NZ_CP009559.1,153059,153181,-,153131,153480
LW89_RS00715,LW89_RS00715,NZ_CP009559.1,153720,153974,-,153924,154273
LW89_RS00720,yeiP,NZ_CP009559.1,154299,154871,+,153999,154348
LW89_RS00725,LW89_RS00725,NZ_CP009559.1,155083,156069,+,154783,155132
LW89_RS00730,LW89_RS00730,NZ_CP009559.1,156099,156818,+,155799,156148
LW89_RS00735,mepS,NZ_CP009559.1,157232,157804,+,156932,157281
LW89_RS00740,LW89_RS00740,NZ_CP009559.1,158130,159686,+,157830,158179
LW89_RS00745,LW89_RS00745,NZ_CP009559.1,159793,161598,+,159493,159842
LW89_RS00750,LW89_RS00750,NZ_CP009559.1,161608,162702,+,161308,161657
LW89_RS00755,LW89_RS00755,NZ_CP009559.1,162702,163727,+,162402,162751
LW89_RS00760,yejF,NZ_CP009559.1,163729,165318,+,163429,163778
LW89_RS00765,LW89_RS00765,NZ_CP009559.1,165322,165666,-,165616,165965
LW89_RS00775,LW89_RS00775,NZ_CP009559.1,166057,167247,-,167197,167546
LW89_RS00780,rsuA,NZ_CP009559.1,167275,167970,-,167920,168269
LW89_RS00785,LW89_RS00785,NZ_CP009559.1,168122,169882,+,167822,168171
LW89_RS00790,rplY,NZ_CP009559.1,170007,170291,+,169707,170056
LW89_RS00795,LW89_RS00795,NZ_CP009559.1,170400,171020,-,170970,171319
LW89_RS00800,yejK,NZ_CP009559.1,171048,172055,-,172005,172354
LW89_RS00805,LW89_RS00805,NZ_CP009559.1,172235,172462,+,171935,172284
LW89_RS00810,yejM,NZ_CP009559.1,172494,174254,+,172194,172543
LW89_RS00815,LW89_RS00815,NZ_CP009559.1,174328,174404,+,174028,174377
LW89_RS00820,LW89_RS00820,NZ_CP009559.1,174446,174649,+,174146,174495
LW89_RS00825,pagL,NZ_CP009559.1,174842,175423,-,175373,175722
LW89_RS00830,narP,NZ_CP009559.1,176135,176782,+,175835,176184
LW89_RS00840,dsbE,NZ_CP009559.1,177771,178328,-,178278,178627
LW89_RS00845,LW89_RS00845,NZ_CP009559.1,178325,180256,-,180206,180555
LW89_RS00850,ccmE,NZ_CP009559.1,180253,180732,-,180682,181031
LW89_RS00855,ccmD,NZ_CP009559.1,180729,180941,-,180891,181240
LW89_RS00860,LW89_RS00860,NZ_CP009559.1,180938,181675,-,181625,181974
LW89_RS00865,ccmB,NZ_CP009559.1,181727,182386,-,182336,182685
LW89_RS00875,napC,NZ_CP009559.1,182912,183514,-,183464,183813
LW89_RS00880,napB,NZ_CP009559.1,183524,183973,-,183923,184272
LW89_RS00885,napH,NZ_CP009559.1,184089,184958,-,184908,185257
LW89_RS00890,napG,NZ_CP009559.1,184945,185640,-,185590,185939
LW89_RS00895,napA,NZ_CP009559.1,185647,188133,-,188083,188432
LW89_RS00900,napD,NZ_CP009559.1,188130,188393,-,188343,188692
LW89_RS00905,napF,NZ_CP009559.1,188383,188874,-,188824,189173
LW89_RS00910,eco,NZ_CP009559.1,189288,189782,+,188988,189337
LW89_RS00915,LW89_RS00915,NZ_CP009559.1,189991,191634,-,191584,191933
LW89_RS00920,alkB,NZ_CP009559.1,191710,192360,-,192310,192659
LW89_RS00925,ada,NZ_CP009559.1,192363,193424,-,193374,193723
LW89_RS00930,apbE,NZ_CP009559.1,193505,194557,-,194507,194856
LW89_RS00935,LW89_RS00935,NZ_CP009559.1,194672,195808,-,195758,196107
LW89_RS00940,rcsD,NZ_CP009559.1,196537,199206,+,196237,196586
LW89_RS00945,rcsB,NZ_CP009559.1,199223,199873,+,198923,199272
LW89_RS00950,rcsC,NZ_CP009559.1,199976,202822,-,202772,203121
LW89_RS00955,gyrA,NZ_CP009559.1,202940,205576,-,205526,205875
LW89_RS00960,LW89_RS00960,NZ_CP009559.1,205986,207188,-,207138,207487
LW89_RS00965,LW89_RS00965,NZ_CP009559.1,207203,208528,-,208478,208827
LW89_RS00970,LW89_RS00970,NZ_CP009559.1,208578,209462,+,208278,208627
LW89_RS00975,ubiG,NZ_CP009559.1,209545,210273,+,209245,209594
LW89_RS00980,nrdA,NZ_CP009559.1,210629,212914,+,210329,210678
LW89_RS00985,nrdB,NZ_CP009559.1,213027,214157,+,212727,213076
LW89_RS00990,yfaE,NZ_CP009559.1,214157,214411,+,213857,214206
LW89_RS00995,LW89_RS00995,NZ_CP009559.1,214413,215603,-,215553,215902
LW89_RS01000,LW89_RS01000,NZ_CP009559.1,215765,216643,+,215465,215814
LW89_RS01005,glpQ,NZ_CP009559.1,216759,217829,-,217779,218128
LW89_RS01010,glpT,NZ_CP009559.1,217834,219192,-,219142,219491
LW89_RS01015,glpA,NZ_CP009559.1,219465,221093,+,219165,219514
LW89_RS01020,glpB,NZ_CP009559.1,221083,222342,+,220783,221132
LW89_RS01025,glpC,NZ_CP009559.1,222339,223529,+,222039,222388
LW89_RS01035,sseL,NZ_CP009559.1,223955,224977,+,223655,224004
LW89_RS24245,LW89_RS24245,NZ_CP009559.1,225064,225240,-,225190,225539
LW89_RS01040,yfaU,NZ_CP009559.1,225246,226049,-,225999,226348
LW89_RS01045,LW89_RS01045,NZ_CP009559.1,226075,227364,-,227314,227663
LW89_RS01050,rhmD,NZ_CP009559.1,227420,228625,-,228575,228924
LW89_RS01055,LW89_RS01055,NZ_CP009559.1,228639,229421,-,229371,229720
LW89_RS01060,LW89_RS01060,NZ_CP009559.1,229671,230867,-,230817,231166
LW89_RS01065,LW89_RS01065,NZ_CP009559.1,230982,231524,-,231474,231823
LW89_RS01070,nudI,NZ_CP009559.1,231803,232228,+,231503,231852
LW89_RS01075,pmrG,NZ_CP009559.1,232273,232878,-,232828,233177
LW89_RS01080,arnB,NZ_CP009559.1,233177,234316,+,232877,233226
LW89_RS01085,arnC,NZ_CP009559.1,234319,235302,+,234019,234368
LW89_RS01090,arnA,NZ_CP009559.1,235299,237281,+,234999,235348
LW89_RS01095,arnD,NZ_CP009559.1,237278,238177,+,236978,237327
LW89_RS01100,arnT,NZ_CP009559.1,238174,239820,+,237874,238223
LW89_RS01105,arnE,NZ_CP009559.1,239817,240152,+,239517,239866
LW89_RS01110,arnF,NZ_CP009559.1,240152,240529,+,239852,240201
LW89_RS01115,pmrD,NZ_CP009559.1,240524,240781,-,240731,241080
LW89_RS01120,menE,NZ_CP009559.1,240879,242246,-,242196,242545
LW89_RS01125,menC,NZ_CP009559.1,242243,243205,-,243155,243504
LW89_RS01130,menB,NZ_CP009559.1,243205,244062,-,244012,244361
LW89_RS01135,menH,NZ_CP009559.1,244077,244835,-,244785,245134
LW89_RS01140,menD,NZ_CP009559.1,244832,246502,-,246452,246801
LW89_RS01145,menF,NZ_CP009559.1,246588,247883,-,247833,248182
LW89_RS01150,elaB,NZ_CP009559.1,247984,248289,-,248239,248588
LW89_RS01155,LW89_RS01155,NZ_CP009559.1,248344,248805,-,248755,249104
LW89_RS01160,rbn,NZ_CP009559.1,248866,249783,+,248566,248915
LW89_RS01165,LW89_RS01165,NZ_CP009559.1,249849,250853,+,249549,249898
LW89_RS01170,nuoN,NZ_CP009559.1,250994,252451,-,252401,252750
LW89_RS01175,nuoM,NZ_CP009559.1,252458,253987,-,253937,254286
LW89_RS01180,nuoL,NZ_CP009559.1,254239,256080,-,256030,256379
LW89_RS01185,nuoK,NZ_CP009559.1,256077,256379,-,256329,256678
LW89_RS01190,nuoJ,NZ_CP009559.1,256376,256930,-,256880,257229
LW89_RS01195,nuoI,NZ_CP009559.1,256941,257483,-,257433,257782
LW89_RS01200,nuoH,NZ_CP009559.1,257498,258475,-,258425,258774
LW89_RS01205,nuoG,NZ_CP009559.1,258472,261198,-,261148,261497
LW89_RS01210,nuoF,NZ_CP009559.1,261229,262566,-,262516,262865
LW89_RS01215,nuoE,NZ_CP009559.1,262563,263063,-,263013,263362
LW89_RS01220,nuoC,NZ_CP009559.1,263066,264868,-,264818,265167
LW89_RS01225,nuoB,NZ_CP009559.1,264955,265617,-,265567,265916
LW89_RS01230,nuoA,NZ_CP009559.1,265633,266076,-,266026,266375
LW89_RS01235,LW89_RS01235,NZ_CP009559.1,266471,266623,-,266573,266922
LW89_RS01240,lrhA,NZ_CP009559.1,266703,267638,-,267588,267937
LW89_RS01250,alaA,NZ_CP009559.1,268570,269784,+,268270,268619
LW89_RS01255,yfbR,NZ_CP009559.1,269878,270477,+,269578,269927
LW89_RS01260,LW89_RS01260,NZ_CP009559.1,270583,272409,-,272359,272708
LW89_RS01265,LW89_RS01265,NZ_CP009559.1,272485,273162,-,273112,273461
LW89_RS01270,LW89_RS01270,NZ_CP009559.1,273155,273649,-,273599,273948
LW89_RS01275,yfbV,NZ_CP009559.1,273732,274187,-,274137,274486
LW89_RS01280,ackA,NZ_CP009559.1,274527,275729,+,274227,274576
LW89_RS01285,pta,NZ_CP009559.1,275806,277950,+,275506,275855
LW89_RS01290,yfcC,NZ_CP009559.1,278168,279688,+,277868,278217
LW89_RS01295,LW89_RS01295,NZ_CP009559.1,279737,280690,-,280640,280989
LW89_RS01300,LW89_RS01300,NZ_CP009559.1,280683,281513,-,281463,281812
LW89_RS01305,LW89_RS01305,NZ_CP009559.1,281510,282901,-,282851,283200
LW89_RS01310,LW89_RS01310,NZ_CP009559.1,282922,283194,-,283144,283493
LW89_RS01315,LW89_RS01315,NZ_CP009559.1,283275,283718,-,283668,284017
LW89_RS01325,LW89_RS01325,NZ_CP009559.1,283971,284990,+,283671,284020
LW89_RS01330,yfcD,NZ_CP009559.1,284996,285550,-,285500,285849
LW89_RS01335,yfcE,NZ_CP009559.1,285607,286158,-,286108,286457
LW89_RS01340,yfcF,NZ_CP009559.1,286214,286858,-,286808,287157
LW89_RS01345,yfcG,NZ_CP009559.1,287001,287648,+,286701,287050
LW89_RS01350,LW89_RS01350,NZ_CP009559.1,287774,288667,+,287474,287823
LW89_RS01355,hisP,NZ_CP009559.1,288719,289492,-,289442,289791
LW89_RS01360,hisM,NZ_CP009559.1,289506,290213,-,290163,290512
LW89_RS01365,LW89_RS01365,NZ_CP009559.1,290210,290896,-,290846,291195
LW89_RS01370,hisJ,NZ_CP009559.1,291079,291861,-,291811,292160
LW89_RS01375,argT,NZ_CP009559.1,292099,292881,-,292831,293180
LW89_RS01380,LW89_RS01380,NZ_CP009559.1,293170,293739,-,293689,294038
LW89_RS01385,LW89_RS01385,NZ_CP009559.1,293766,295172,-,295122,295471
LW89_RS01390,LW89_RS01390,NZ_CP009559.1,295236,296339,-,296289,296638
LW89_RS01400,LW89_RS01400,NZ_CP009559.1,297852,299249,-,299199,299548
LW89_RS01405,LW89_RS01405,NZ_CP009559.1,299460,300887,+,299160,299509
LW89_RS01410,purF,NZ_CP009559.1,300923,302440,-,302390,302739
LW89_RS01415,cvpA,NZ_CP009559.1,302478,302966,-,302916,303265
LW89_RS01420,dedD,NZ_CP009559.1,303277,303951,-,303901,304250
LW89_RS01425,folC,NZ_CP009559.1,303941,305209,-,305159,305508
LW89_RS01430,accD,NZ_CP009559.1,305277,306191,-,306141,306490
LW89_RS01435,LW89_RS01435,NZ_CP009559.1,306341,307000,-,306950,307299
LW89_RS01440,truA,NZ_CP009559.1,307049,307861,-,307811,308160
LW89_RS01445,LW89_RS01445,NZ_CP009559.1,307861,308874,-,308824,309173
LW89_RS01450,pdxB,NZ_CP009559.1,308942,310078,-,310028,310377
LW89_RS01455,flk,NZ_CP009559.1,310182,311183,+,309882,310231
LW89_RS01460,LW89_RS01460,NZ_CP009559.1,311180,312358,-,312308,312657
LW89_RS01465,LW89_RS01465,NZ_CP009559.1,312538,312912,-,312862,313211
LW89_RS01470,LW89_RS01470,NZ_CP009559.1,313085,313333,+,312785,313134
LW89_RS01475,LW89_RS01475,NZ_CP009559.1,313502,313870,+,313202,313551
LW89_RS01480,LW89_RS01480,NZ_CP009559.1,313870,314388,+,313570,313919
LW89_RS01485,LW89_RS01485,NZ_CP009559.1,314455,315111,-,315061,315410
LW89_RS01490,fabB,NZ_CP009559.1,315209,316423,-,316373,316722
LW89_RS01495,mnmC,NZ_CP009559.1,316583,318583,+,316283,316632
LW89_RS01500,LW89_RS01500,NZ_CP009559.1,318631,318906,-,318856,319205
LW89_RS01505,LW89_RS01505,NZ_CP009559.1,318939,319487,-,319437,319786
LW89_RS01510,LW89_RS01510,NZ_CP009559.1,319487,320296,-,320246,320595
LW89_RS01515,mepA,NZ_CP009559.1,320296,321120,-,321070,321419
LW89_RS01520,aroC,NZ_CP009559.1,321124,322209,-,322159,322508
LW89_RS01525,prmB,NZ_CP009559.1,322245,323177,-,323127,323476
LW89_RS01530,smrB,NZ_CP009559.1,323343,323894,+,323043,323392
LW89_RS01535,sixA,NZ_CP009559.1,323994,324479,-,324429,324778
LW89_RS01540,fadJ,NZ_CP009559.1,324688,326835,-,326785,327134
LW89_RS01545,fadI,NZ_CP009559.1,326835,328145,-,328095,328444
LW89_RS01550,LW89_RS01550,NZ_CP009559.1,328322,328606,-,328556,328905
LW89_RS01555,fadL,NZ_CP009559.1,328977,330284,+,328677,329026
LW89_RS01560,mlaA,NZ_CP009559.1,330345,331100,-,331050,331399
LW89_RS01565,LW89_RS01565,NZ_CP009559.1,331389,332330,+,331089,331438
LW89_RS01570,LW89_RS01570,NZ_CP009559.1,332406,332480,+,332106,332455
LW89_RS01575,LW89_RS01575,NZ_CP009559.1,333573,333962,+,333273,333622
LW89_RS01590,LW89_RS01590,NZ_CP009559.1,334449,336371,+,334149,334498
LW89_RS01600,pgtE,NZ_CP009559.1,337852,338790,-,338740,339089
LW89_RS01605,pgtA,NZ_CP009559.1,339058,340305,-,340255,340604
LW89_RS01615,pgtC,NZ_CP009559.1,342299,343492,-,343442,343791
LW89_RS01620,pgtP,NZ_CP009559.1,343928,345319,+,343628,343977
LW89_RS01625,LW89_RS01625,NZ_CP009559.1,345557,345799,-,345749,346098
LW89_RS01635,lpxP,NZ_CP009559.1,346320,347240,+,346020,346369
LW89_RS24625,ypdK,NZ_CP009559.1,347643,347714,+,347343,347692
LW89_RS01640,alaC,NZ_CP009559.1,347764,349002,-,348952,349301
LW89_RS01645,glk,NZ_CP009559.1,349725,350690,-,350640,350989
LW89_RS01650,LW89_RS01650,NZ_CP009559.1,350894,352129,+,350594,350943
LW89_RS01655,LW89_RS01655,NZ_CP009559.1,352149,353801,-,353751,354100
LW89_RS01660,mgrA,NZ_CP009559.1,353981,354979,+,353681,354030
LW89_RS01665,ypeC,NZ_CP009559.1,355093,355419,+,354793,355142
LW89_RS01670,LW89_RS01670,NZ_CP009559.1,355480,356721,-,356671,357020
LW89_RS01680,LW89_RS01680,NZ_CP009559.1,358141,360330,-,360280,360629
LW89_RS01685,LW89_RS01685,NZ_CP009559.1,360521,360596,-,360546,360895
LW89_RS01690,LW89_RS01690,NZ_CP009559.1,360818,361180,+,360518,360867
LW89_RS01695,LW89_RS01695,NZ_CP009559.1,361182,361574,+,360882,361231
LW89_RS01700,gltX,NZ_CP009559.1,361628,363043,-,362993,363342
LW89_RS01705,LW89_RS01705,NZ_CP009559.1,363302,363377,+,363002,363351
LW89_RS01710,LW89_RS01710,NZ_CP009559.1,363423,363498,+,363123,363472
LW89_RS01715,LW89_RS01715,NZ_CP009559.1,363544,363619,+,363244,363593
LW89_RS01720,LW89_RS01720,NZ_CP009559.1,363665,363740,+,363365,363714
LW89_RS01725,LW89_RS01725,NZ_CP009559.1,363786,363861,+,363486,363835
LW89_RS01730,LW89_RS01730,NZ_CP009559.1,363907,363982,+,363607,363956
LW89_RS01735,LW89_RS01735,NZ_CP009559.1,364028,364103,+,363728,364077
LW89_RS01740,LW89_RS01740,NZ_CP009559.1,364108,364183,+,363808,364157
LW89_RS01745,LW89_RS01745,NZ_CP009559.1,364375,365301,-,365251,365600
LW89_RS01750,LW89_RS01750,NZ_CP009559.1,365391,366389,+,365091,365440
LW89_RS01755,LW89_RS01755,NZ_CP009559.1,366386,366604,-,366554,366903
LW89_RS01760,ligA,NZ_CP009559.1,366606,368621,-,368571,368920
LW89_RS01765,zipA,NZ_CP009559.1,368693,369679,-,369629,369978
LW89_RS01770,cysZ,NZ_CP009559.1,369911,370672,+,369611,369960
LW89_RS01775,cysK,NZ_CP009559.1,370984,371955,+,370684,371033
LW89_RS01785,ptsH,NZ_CP009559.1,372339,372596,+,372039,372388
LW89_RS01790,ptsI,NZ_CP009559.1,372645,374372,+,372345,372694
LW89_RS01795,crr,NZ_CP009559.1,374413,374922,+,374113,374462
LW89_RS01800,LW89_RS01800,NZ_CP009559.1,375085,375324,-,375274,375623
LW89_RS01805,pdxK,NZ_CP009559.1,375321,376187,-,376137,376486
LW89_RS01810,ptsJ,NZ_CP009559.1,376270,377562,+,375970,376319
LW89_RS01815,LW89_RS01815,NZ_CP009559.1,377577,378218,+,377277,377626
LW89_RS01820,LW89_RS01820,NZ_CP009559.1,378277,378654,+,377977,378326
LW89_RS01825,cysM,NZ_CP009559.1,378687,379598,-,379548,379897
LW89_RS01830,cysA,NZ_CP009559.1,379719,380813,-,380763,381112
LW89_RS01835,cysW,NZ_CP009559.1,380803,381678,-,381628,381977
