locus_tag,gene_name,chrom,start,end,strand,promoter_start,promoter_end
ABUJ63_RS00180,topA,NZ_JBEQJH010000001.1,32558,35155,+,32258,32607
ABUJ63_RS00185,cysB,NZ_JBEQJH010000001.1,35567,36541,+,35267,35616
ABUJ63_RS00190,ABUJ63_RS00190,NZ_JBEQJH010000001.1,36822,36962,+,36522,36871
ABUJ63_RS00195,ymiC,NZ_JBEQJH010000001.1,37243,37335,+,36943,37292
ABUJ63_RS00200,acnA,NZ_JBEQJH010000001.1,37518,40193,+,37218,37567
ABUJ63_RS00205,ribA,NZ_JBEQJH010000001.1,40249,40839,-,40789,41138
ABUJ63_RS00210,pgpB,NZ_JBEQJH010000001.1,41035,41799,+,40735,41084
ABUJ63_RS00215,ABUJ63_RS00215,NZ_JBEQJH010000001.1,41949,42257,+,41649,41998
ABUJ63_RS00220,lapB,NZ_JBEQJH010000001.1,42264,43433,+,41964,42313
ABUJ63_RS00225,pyrF,NZ_JBEQJH010000001.1,43624,44361,+,43324,43673
ABUJ63_RS00230,yciH,NZ_JBEQJH010000001.1,44361,44687,+,44061,44410
ABUJ63_RS00235,osmB,NZ_JBEQJH010000001.1,44807,45025,-,44975,45324
ABUJ63_RS00240,yciT,NZ_JBEQJH010000001.1,45284,46036,-,45986,46335
ABUJ63_RS00245,ABUJ63_RS00245,NZ_JBEQJH010000001.1,46123,46302,-,46252,46601
ABUJ63_RS00250,pdeR,NZ_JBEQJH010000001.1,46424,48406,-,48356,48705
ABUJ63_RS00255,ABUJ63_RS00255,NZ_JBEQJH010000001.1,48668,50602,-,50552,50901
ABUJ63_RS00265,fabI,NZ_JBEQJH010000001.1,52024,52812,-,52762,53111
ABUJ63_RS00270,ABUJ63_RS00270,NZ_JBEQJH010000001.1,52930,53229,-,53179,53528
ABUJ63_RS00275,ABUJ63_RS00275,NZ_JBEQJH010000001.1,53204,53383,-,53333,53682
ABUJ63_RS00280,steC,NZ_JBEQJH010000001.1,53418,54797,+,53118,53467
ABUJ63_RS00285,ABUJ63_RS00285,NZ_JBEQJH010000001.1,55257,55964,+,54957,55306
ABUJ63_RS00290,sapF,NZ_JBEQJH010000001.1,55980,56786,-,56736,57085
ABUJ63_RS00295,sapD,NZ_JBEQJH010000001.1,56788,57780,-,57730,58079
ABUJ63_RS00300,sapC,NZ_JBEQJH010000001.1,57780,58670,-,58620,58969
ABUJ63_RS00305,sapB,NZ_JBEQJH010000001.1,58657,59622,-,59572,59921
ABUJ63_RS00310,sapA,NZ_JBEQJH010000001.1,59619,61268,-,61218,61567
ABUJ63_RS00315,pspF,NZ_JBEQJH010000001.1,61380,62360,-,62310,62659
ABUJ63_RS00320,pspA,NZ_JBEQJH010000001.1,62531,63199,+,62231,62580
ABUJ63_RS00325,pspB,NZ_JBEQJH010000001.1,63259,63483,+,62959,63308
ABUJ63_RS00330,pspC,NZ_JBEQJH010000001.1,63483,63842,+,63183,63532
ABUJ63_RS00335,pspD,NZ_JBEQJH010000001.1,63865,64083,+,63565,63914
ABUJ63_RS00340,pspE,NZ_JBEQJH010000001.1,64159,64473,+,63859,64208
ABUJ63_RS00345,ABUJ63_RS00345,NZ_JBEQJH010000001.1,64622,66019,+,64322,64671
ABUJ63_RS00350,ABUJ63_RS00350,NZ_JBEQJH010000001.1,66016,67077,+,65716,66065
ABUJ63_RS00355,tyrR,NZ_JBEQJH010000001.1,67225,68766,+,66925,67274
ABUJ63_RS00360,tpx,NZ_JBEQJH010000001.1,68856,69362,-,69312,69661
ABUJ63_RS00365,ycjG,NZ_JBEQJH010000001.1,69478,70443,+,69178,69527
ABUJ63_RS00370,mpaA,NZ_JBEQJH010000001.1,70418,71146,-,71096,71445
ABUJ63_RS00375,ABUJ63_RS00375,NZ_JBEQJH010000001.1,71336,72949,+,71036,71385
ABUJ63_RS00380,ABUJ63_RS00380,NZ_JBEQJH010000001.1,73169,73513,-,73463,73812
ABUJ63_RS00385,ABUJ63_RS00385,NZ_JBEQJH010000001.1,73548,73829,-,73779,74128
ABUJ63_RS00390,dmsD,NZ_JBEQJH010000001.1,74068,74682,-,74632,74981
ABUJ63_RS00395,ABUJ63_RS00395,NZ_JBEQJH010000001.1,74724,75581,-,75531,75880
ABUJ63_RS00400,ABUJ63_RS00400,NZ_JBEQJH010000001.1,75583,76200,-,76150,76499
ABUJ63_RS00405,ABUJ63_RS00405,NZ_JBEQJH010000001.1,76211,78640,-,78590,78939
ABUJ63_RS00410,ABUJ63_RS00410,NZ_JBEQJH010000001.1,79000,79923,-,79873,80222
ABUJ63_RS00415,ABUJ63_RS00415,NZ_JBEQJH010000001.1,80248,81027,+,79948,80297
ABUJ63_RS00420,ABUJ63_RS00420,NZ_JBEQJH010000001.1,81273,82460,+,80973,81322
ABUJ63_RS00425,ABUJ63_RS00425,NZ_JBEQJH010000001.1,82598,83902,+,82298,82647
ABUJ63_RS00430,ABUJ63_RS00430,NZ_JBEQJH010000001.1,84082,84858,+,83782,84131
ABUJ63_RS00435,ABUJ63_RS00435,NZ_JBEQJH010000001.1,85238,86440,+,84938,85287
ABUJ63_RS00440,ABUJ63_RS00440,NZ_JBEQJH010000001.1,86898,87827,-,87777,88126
ABUJ63_RS00445,ABUJ63_RS00445,NZ_JBEQJH010000001.1,87946,88851,+,87646,87995
ABUJ63_RS00450,ABUJ63_RS00450,NZ_JBEQJH010000001.1,89128,89997,+,88828,89177
ABUJ63_RS00455,bdcA,NZ_JBEQJH010000001.1,90088,90801,-,90751,91100
ABUJ63_RS00460,ABUJ63_RS00460,NZ_JBEQJH010000001.1,90879,91469,+,90579,90928
ABUJ63_RS00465,ABUJ63_RS00465,NZ_JBEQJH010000001.1,91598,91834,+,91298,91647
ABUJ63_RS00470,ABUJ63_RS00470,NZ_JBEQJH010000001.1,92048,93157,-,93107,93456
ABUJ63_RS00475,ABUJ63_RS00475,NZ_JBEQJH010000001.1,93549,94406,-,94356,94705
ABUJ63_RS00480,zirU,NZ_JBEQJH010000001.1,94699,95544,+,94399,94748
ABUJ63_RS00485,zirT,NZ_JBEQJH010000001.1,95619,97601,+,95319,95668
ABUJ63_RS00490,ABUJ63_RS00490,NZ_JBEQJH010000001.1,97628,98458,+,97328,97677
ABUJ63_RS00495,ABUJ63_RS00495,NZ_JBEQJH010000001.1,98461,98979,+,98161,98510
ABUJ63_RS00500,ABUJ63_RS00500,NZ_JBEQJH010000001.1,99086,99424,-,99374,99723
ABUJ63_RS00505,ABUJ63_RS00505,NZ_JBEQJH010000001.1,99452,100138,-,100088,100437
ABUJ63_RS00510,ABUJ63_RS00510,NZ_JBEQJH010000001.1,100182,100784,+,99882,100231
ABUJ63_RS00515,ABUJ63_RS00515,NZ_JBEQJH010000001.1,100866,101897,-,101847,102196
ABUJ63_RS00520,ABUJ63_RS00520,NZ_JBEQJH010000001.1,102136,102390,+,101836,102185
ABUJ63_RS00525,uspE,NZ_JBEQJH010000001.1,102445,103392,-,103342,103691
ABUJ63_RS00530,fnr,NZ_JBEQJH010000001.1,103543,104295,-,104245,104594
ABUJ63_RS00535,ogt,NZ_JBEQJH010000001.1,104491,105006,-,104956,105305
ABUJ63_RS00540,smrA,NZ_JBEQJH010000001.1,105264,105827,+,104964,105313
ABUJ63_RS00545,ABUJ63_RS00545,NZ_JBEQJH010000001.1,106220,107374,+,105920,106269
ABUJ63_RS00550,zntB,NZ_JBEQJH010000001.1,107520,108503,+,107220,107569
ABUJ63_RS23820,ynaL,NZ_JBEQJH010000001.1,108779,108961,+,108479,108828
ABUJ63_RS00555,dbpA,NZ_JBEQJH010000001.1,108990,110363,+,108690,109039
ABUJ63_RS00560,ttcA,NZ_JBEQJH010000001.1,110407,111342,-,111292,111641
ABUJ63_RS00570,ABUJ63_RS00570,NZ_JBEQJH010000001.1,112029,115451,+,111729,112078
ABUJ63_RS00575,ABUJ63_RS00575,NZ_JBEQJH010000001.1,115726,116064,+,115426,115775
ABUJ63_RS00580,uspF,NZ_JBEQJH010000001.1,116117,116551,-,116501,116850
ABUJ63_RS00585,nifJ,NZ_JBEQJH010000001.1,117033,120557,-,120507,120856
ABUJ63_RS00590,ABUJ63_RS00590,NZ_JBEQJH010000001.1,120618,120917,-,120867,121216
ABUJ63_RS00595,ABUJ63_RS00595,NZ_JBEQJH010000001.1,120833,121099,+,120533,120882
ABUJ63_RS00600,hslJ,NZ_JBEQJH010000001.1,121143,121553,-,121503,121852
ABUJ63_RS00605,ldhA,NZ_JBEQJH010000001.1,121664,122653,-,122603,122952
ABUJ63_RS00610,ABUJ63_RS00610,NZ_JBEQJH010000001.1,122893,125529,+,122593,122942
ABUJ63_RS00615,ABUJ63_RS00615,NZ_JBEQJH010000001.1,125529,125720,+,125229,125578
ABUJ63_RS00620,ABUJ63_RS00620,NZ_JBEQJH010000001.1,125728,126051,+,125428,125777
ABUJ63_RS00625,ABUJ63_RS00625,NZ_JBEQJH010000001.1,126196,126792,+,125896,126245
ABUJ63_RS00630,ABUJ63_RS00630,NZ_JBEQJH010000001.1,126789,127706,+,126489,126838
ABUJ63_RS00635,ABUJ63_RS00635,NZ_JBEQJH010000001.1,127713,128369,+,127413,127762
ABUJ63_RS00640,ABUJ63_RS00640,NZ_JBEQJH010000001.1,128344,130104,+,128044,128393
ABUJ63_RS00645,ABUJ63_RS00645,NZ_JBEQJH010000001.1,130094,131404,+,129794,130143
ABUJ63_RS00650,ABUJ63_RS00650,NZ_JBEQJH010000001.1,131512,131799,+,131212,131561
ABUJ63_RS00655,azoR,NZ_JBEQJH010000001.1,131858,132463,-,132413,132762
ABUJ63_RS00660,hrpA,NZ_JBEQJH010000001.1,132664,136566,+,132364,132713
ABUJ63_RS00665,ABUJ63_RS00665,NZ_JBEQJH010000001.1,136630,137430,+,136330,136679
ABUJ63_RS00670,cybB,NZ_JBEQJH010000001.1,137547,138077,+,137247,137596
ABUJ63_RS00675,ABUJ63_RS00675,NZ_JBEQJH010000001.1,138349,139011,-,138961,139310
ABUJ63_RS00680,ABUJ63_RS00680,NZ_JBEQJH010000001.1,139474,141024,-,140974,141323
ABUJ63_RS00685,ABUJ63_RS00685,NZ_JBEQJH010000001.1,141161,141841,-,141791,142140
ABUJ63_RS00690,ABUJ63_RS00690,NZ_JBEQJH010000001.1,141838,142569,-,142519,142868
ABUJ63_RS00695,ABUJ63_RS00695,NZ_JBEQJH010000001.1,142594,143241,-,143191,143540
ABUJ63_RS00700,ABUJ63_RS00700,NZ_JBEQJH010000001.1,143248,144009,-,143959,144308
ABUJ63_RS00705,ABUJ63_RS00705,NZ_JBEQJH010000001.1,144951,145295,+,144651,145000
ABUJ63_RS00710,sseJ,NZ_JBEQJH010000001.1,145416,146642,-,146592,146941
ABUJ63_RS00715,ABUJ63_RS00715,NZ_JBEQJH010000001.1,147070,147786,+,146770,147119
ABUJ63_RS00720,steB,NZ_JBEQJH010000001.1,147915,148316,-,148266,148615
ABUJ63_RS00725,ABUJ63_RS00725,NZ_JBEQJH010000001.1,148840,149115,+,148540,148889
ABUJ63_RS00730,ABUJ63_RS00730,NZ_JBEQJH010000001.1,149147,150265,+,148847,149196
ABUJ63_RS00735,ABUJ63_RS00735,NZ_JBEQJH010000001.1,150434,152059,+,150134,150483
ABUJ63_RS00740,ABUJ63_RS00740,NZ_JBEQJH010000001.1,152120,153043,-,152993,153342
ABUJ63_RS00745,hglS,NZ_JBEQJH010000001.1,153336,154679,+,153036,153385
ABUJ63_RS00750,ABUJ63_RS00750,NZ_JBEQJH010000001.1,154728,156236,+,154428,154777
ABUJ63_RS00755,ABUJ63_RS00755,NZ_JBEQJH010000001.1,156456,158111,+,156156,156505
ABUJ63_RS00760,ABUJ63_RS00760,NZ_JBEQJH010000001.1,158307,158882,+,158007,158356
ABUJ63_RS00765,ABUJ63_RS00765,NZ_JBEQJH010000001.1,159060,159779,-,159729,160078
ABUJ63_RS00770,idnD,NZ_JBEQJH010000001.1,159870,160961,-,160911,161260
ABUJ63_RS00775,ABUJ63_RS00775,NZ_JBEQJH010000001.1,160930,162291,-,162241,162590
ABUJ63_RS00780,ABUJ63_RS00780,NZ_JBEQJH010000001.1,162375,163142,-,163092,163441
ABUJ63_RS00785,ABUJ63_RS00785,NZ_JBEQJH010000001.1,163482,164735,+,163182,163531
ABUJ63_RS00790,aac(6'),NZ_JBEQJH010000001.1,164876,165313,-,165263,165612
ABUJ63_RS00795,ABUJ63_RS00795,NZ_JBEQJH010000001.1,165313,166104,-,166054,166403
ABUJ63_RS00800,ABUJ63_RS00800,NZ_JBEQJH010000001.1,166120,166752,-,166702,167051
ABUJ63_RS00805,sgcA,NZ_JBEQJH010000001.1,166764,167201,-,167151,167500
ABUJ63_RS00810,sgcQ,NZ_JBEQJH010000001.1,167333,168139,-,168089,168438
ABUJ63_RS00815,sgcC,NZ_JBEQJH010000001.1,168153,169466,-,169416,169765
ABUJ63_RS00820,sgcB,NZ_JBEQJH010000001.1,169477,169758,-,169708,170057
ABUJ63_RS00825,ABUJ63_RS00825,NZ_JBEQJH010000001.1,169755,170873,-,170823,171172
ABUJ63_RS00830,rimL,NZ_JBEQJH010000001.1,171090,171629,+,170790,171139
ABUJ63_RS00835,ydcK,NZ_JBEQJH010000001.1,171626,172606,-,172556,172905
ABUJ63_RS00840,tehA,NZ_JBEQJH010000001.1,172713,173726,+,172413,172762
ABUJ63_RS00845,tehB,NZ_JBEQJH010000001.1,173713,174309,+,173413,173762
ABUJ63_RS00850,ABUJ63_RS00850,NZ_JBEQJH010000001.1,174465,175139,+,174165,174514
ABUJ63_RS00855,ABUJ63_RS00855,NZ_JBEQJH010000001.1,175193,176371,-,176321,176670
ABUJ63_RS00860,ABUJ63_RS00860,NZ_JBEQJH010000001.1,176463,176999,+,176163,176512
ABUJ63_RS00865,ABUJ63_RS00865,NZ_JBEQJH010000001.1,177078,179042,+,176778,177127
ABUJ63_RS00870,ABUJ63_RS00870,NZ_JBEQJH010000001.1,179043,179273,-,179223,179572
ABUJ63_RS00875,sifB,NZ_JBEQJH010000001.1,179546,180496,-,180446,180795
ABUJ63_RS00880,ABUJ63_RS00880,NZ_JBEQJH010000001.1,181012,181410,+,180712,181061
ABUJ63_RS00890,ABUJ63_RS00890,NZ_JBEQJH010000001.1,181934,182704,+,181634,181983
ABUJ63_RS00895,ycdR,NZ_JBEQJH010000001.1,182840,184264,+,182540,182889
ABUJ63_RS00900,patD,NZ_JBEQJH010000001.1,184379,185824,+,184079,184428
ABUJ63_RS00905,yncL,NZ_JBEQJH010000001.1,185929,186024,-,185974,186323
ABUJ63_RS00910,ABUJ63_RS00910,NZ_JBEQJH010000001.1,186223,186396,+,185923,186272
ABUJ63_RS00915,srfC,NZ_JBEQJH010000001.1,186444,188588,-,188538,188887
ABUJ63_RS00920,ABUJ63_RS00920,NZ_JBEQJH010000001.1,188585,191566,-,191516,191865
ABUJ63_RS00925,srfA,NZ_JBEQJH010000001.1,191571,192896,-,192846,193195
ABUJ63_RS00930,ABUJ63_RS00930,NZ_JBEQJH010000001.1,193120,193353,+,192820,193169
ABUJ63_RS00935,ABUJ63_RS00935,NZ_JBEQJH010000001.1,193358,193807,-,193757,194106
ABUJ63_RS00940,mddA,NZ_JBEQJH010000001.1,193807,194322,-,194272,194621
ABUJ63_RS00945,ABUJ63_RS00945,NZ_JBEQJH010000001.1,194534,195571,+,194234,194583
ABUJ63_RS00950,mcbR,NZ_JBEQJH010000001.1,195905,196570,+,195605,195954
ABUJ63_RS00955,pqqU,NZ_JBEQJH010000001.1,196637,198757,-,198707,199056
ABUJ63_RS00960,ABUJ63_RS00960,NZ_JBEQJH010000001.1,199021,200082,+,198721,199070
ABUJ63_RS00965,ABUJ63_RS00965,NZ_JBEQJH010000001.1,200227,200448,+,199927,200276
ABUJ63_RS00970,ansP,NZ_JBEQJH010000001.1,200525,202018,-,201968,202317
ABUJ63_RS00975,steA,NZ_JBEQJH010000001.1,202531,203163,+,202231,202580
ABUJ63_RS00980,nhoA,NZ_JBEQJH010000001.1,203447,204292,+,203147,203496
ABUJ63_RS00985,ABUJ63_RS00985,NZ_JBEQJH010000001.1,204328,205221,-,205171,205520
ABUJ63_RS00990,narI,NZ_JBEQJH010000001.1,205327,206007,-,205957,206306
ABUJ63_RS00995,narW,NZ_JBEQJH010000001.1,206004,206699,-,206649,206998
ABUJ63_RS01000,narH,NZ_JBEQJH010000001.1,206699,208243,-,208193,208542
ABUJ63_RS01005,ABUJ63_RS01005,NZ_JBEQJH010000001.1,208240,211980,-,211930,212279
ABUJ63_RS01010,ABUJ63_RS01010,NZ_JBEQJH010000001.1,212072,213460,-,213410,213759
ABUJ63_RS01015,ABUJ63_RS01015,NZ_JBEQJH010000001.1,213674,214252,-,214202,214551
ABUJ63_RS01020,smvA,NZ_JBEQJH010000001.1,214370,215857,+,214070,214419
ABUJ63_RS01025,ABUJ63_RS01025,NZ_JBEQJH010000001.1,215882,216262,-,216212,216561
ABUJ63_RS01030,ompD,NZ_JBEQJH010000001.1,216406,217494,-,217444,217793
ABUJ63_RS01035,yddG,NZ_JBEQJH010000001.1,218019,218900,-,218850,219199
ABUJ63_RS01040,fdnG,NZ_JBEQJH010000001.1,219178,222225,+,218878,219227
ABUJ63_RS01045,fdxH,NZ_JBEQJH010000001.1,222239,223123,+,221939,222288
ABUJ63_RS01050,fdnI,NZ_JBEQJH010000001.1,223116,223772,+,222816,223165
ABUJ63_RS01055,adhP,NZ_JBEQJH010000001.1,223863,224873,-,224823,225172
ABUJ63_RS01060,ABUJ63_RS01060,NZ_JBEQJH010000001.1,225155,226852,-,226802,227151
ABUJ63_RS01065,sra,NZ_JBEQJH010000001.1,227029,227172,-,227122,227471
ABUJ63_RS01070,bdm,NZ_JBEQJH010000001.1,227267,227482,-,227432,227781
ABUJ63_RS01075,ABUJ63_RS01075,NZ_JBEQJH010000001.1,227994,228425,+,227694,228043
ABUJ63_RS01080,hdeB,NZ_JBEQJH010000001.1,228762,229091,+,228462,228811
ABUJ63_RS01085,ABUJ63_RS01085,NZ_JBEQJH010000001.1,229234,230019,+,228934,229283
ABUJ63_RS01090,treZ,NZ_JBEQJH010000001.1,230148,231932,+,229848,230197
ABUJ63_RS01095,treY,NZ_JBEQJH010000001.1,231929,234457,+,231629,231978
ABUJ63_RS01100,glgX,NZ_JBEQJH010000001.1,234514,236589,+,234214,234563
ABUJ63_RS01105,ABUJ63_RS01105,NZ_JBEQJH010000001.1,236702,237904,-,237854,238203
ABUJ63_RS01110,nhaC,NZ_JBEQJH010000001.1,237917,239368,-,239318,239667
ABUJ63_RS01115,ABUJ63_RS01115,NZ_JBEQJH010000001.1,239512,240519,-,240469,240818
ABUJ63_RS01130,ABUJ63_RS01130,NZ_JBEQJH010000001.1,241447,242427,-,242377,242726
ABUJ63_RS01135,ABUJ63_RS01135,NZ_JBEQJH010000001.1,242601,243509,-,243459,243808
ABUJ63_RS01140,ABUJ63_RS01140,NZ_JBEQJH010000001.1,244354,244686,-,244636,244985
ABUJ63_RS01150,ABUJ63_RS01150,NZ_JBEQJH010000001.1,245201,245449,+,244901,245250
ABUJ63_RS01155,ABUJ63_RS01155,NZ_JBEQJH010000001.1,245439,245723,+,245139,245488
ABUJ63_RS01160,ABUJ63_RS01160,NZ_JBEQJH010000001.1,245894,246283,+,245594,245943
ABUJ63_RS01165,ABUJ63_RS01165,NZ_JBEQJH010000001.1,246341,247414,-,247364,247713
ABUJ63_RS01170,ABUJ63_RS01170,NZ_JBEQJH010000001.1,247607,248095,-,248045,248394
ABUJ63_RS01175,ABUJ63_RS01175,NZ_JBEQJH010000001.1,248140,249648,+,247840,248189
ABUJ63_RS01180,ABUJ63_RS01180,NZ_JBEQJH010000001.1,249638,250879,+,249338,249687
ABUJ63_RS01185,ABUJ63_RS01185,NZ_JBEQJH010000001.1,250949,252505,+,250649,250998
ABUJ63_RS01190,ABUJ63_RS01190,NZ_JBEQJH010000001.1,252682,253968,+,252382,252731
ABUJ63_RS01195,ABUJ63_RS01195,NZ_JBEQJH010000001.1,253943,254968,+,253643,253992
ABUJ63_RS01200,ABUJ63_RS01200,NZ_JBEQJH010000001.1,255027,255818,-,255768,256117
ABUJ63_RS01205,ABUJ63_RS01205,NZ_JBEQJH010000001.1,255864,256955,-,256905,257254
ABUJ63_RS01210,ABUJ63_RS01210,NZ_JBEQJH010000001.1,257383,258486,+,257083,257432
ABUJ63_RS01215,ABUJ63_RS01215,NZ_JBEQJH010000001.1,258489,260291,+,258189,258538
ABUJ63_RS01220,cybH,NZ_JBEQJH010000001.1,260242,260985,+,259942,260291
ABUJ63_RS01225,hybD,NZ_JBEQJH010000001.1,260991,261599,+,260691,261040
ABUJ63_RS01230,hypC,NZ_JBEQJH010000001.1,261599,261898,+,261299,261648
ABUJ63_RS01235,ABUJ63_RS01235,NZ_JBEQJH010000001.1,261895,262305,+,261595,261944
ABUJ63_RS01240,ABUJ63_RS01240,NZ_JBEQJH010000001.1,262323,263384,+,262023,262372
ABUJ63_RS01245,ABUJ63_RS01245,NZ_JBEQJH010000001.1,263372,264259,+,263072,263421
ABUJ63_RS01250,hypA,NZ_JBEQJH010000001.1,264272,264613,+,263972,264321
ABUJ63_RS01255,ompC,NZ_JBEQJH010000001.1,264754,265872,-,265822,266171
ABUJ63_RS01260,ABUJ63_RS01260,NZ_JBEQJH010000001.1,266589,267131,+,266289,266638
ABUJ63_RS01265,ABUJ63_RS01265,NZ_JBEQJH010000001.1,267187,268101,-,268051,268400
ABUJ63_RS01270,ABUJ63_RS01270,NZ_JBEQJH010000001.1,268358,268717,-,268667,269016
ABUJ63_RS01275,glsB,NZ_JBEQJH010000001.1,268717,269643,-,269593,269942
ABUJ63_RS01280,sad,NZ_JBEQJH010000001.1,269716,271104,-,271054,271403
ABUJ63_RS01285,ptrR,NZ_JBEQJH010000001.1,271207,272079,+,270907,271256
ABUJ63_RS01290,ABUJ63_RS01290,NZ_JBEQJH010000001.1,272195,273385,+,271895,272244
ABUJ63_RS01295,ABUJ63_RS01295,NZ_JBEQJH010000001.1,273432,274097,-,274047,274396
ABUJ63_RS01300,marR,NZ_JBEQJH010000001.1,274356,274790,+,274056,274405
ABUJ63_RS01305,marA,NZ_JBEQJH010000001.1,274810,275193,+,274510,274859
ABUJ63_RS01310,marB,NZ_JBEQJH010000001.1,275222,275437,+,274922,275271
ABUJ63_RS01315,eamA,NZ_JBEQJH010000001.1,275556,276458,-,276408,276757
ABUJ63_RS01320,ydeE,NZ_JBEQJH010000001.1,276686,277873,+,276386,276735
ABUJ63_RS01325,mgtS,NZ_JBEQJH010000001.1,278121,278216,+,277821,278170
ABUJ63_RS01330,ABUJ63_RS01330,NZ_JBEQJH010000001.1,278563,278955,-,278905,279254
ABUJ63_RS01335,ABUJ63_RS01335,NZ_JBEQJH010000001.1,279382,279909,+,279082,279431
ABUJ63_RS01340,ABUJ63_RS01340,NZ_JBEQJH010000001.1,280028,280210,-,280160,280509
ABUJ63_RS01345,dcp,NZ_JBEQJH010000001.1,280555,282597,-,282547,282896
ABUJ63_RS01350,ydfG,NZ_JBEQJH010000001.1,282736,283482,+,282436,282785
ABUJ63_RS01355,ABUJ63_RS01355,NZ_JBEQJH010000001.1,283612,284298,+,283312,283661
ABUJ63_RS01360,ydfZ,NZ_JBEQJH010000001.1,284479,284682,+,284179,284528
ABUJ63_RS01365,ABUJ63_RS01365,NZ_JBEQJH010000001.1,284749,286215,-,286165,286514
ABUJ63_RS01370,ABUJ63_RS01370,NZ_JBEQJH010000001.1,286359,287738,-,287688,288037
ABUJ63_RS01375,ABUJ63_RS01375,NZ_JBEQJH010000001.1,287792,288811,-,288761,289110
ABUJ63_RS01380,rspA,NZ_JBEQJH010000001.1,288822,290036,-,289986,290335
ABUJ63_RS01385,ABUJ63_RS01385,NZ_JBEQJH010000001.1,290158,290484,-,290434,290783
ABUJ63_RS01390,ABUJ63_RS01390,NZ_JBEQJH010000001.1,290637,290978,+,290337,290686
ABUJ63_RS01395,speG,NZ_JBEQJH010000001.1,291014,291574,+,290714,291063
ABUJ63_RS01400,ABUJ63_RS01400,NZ_JBEQJH010000001.1,291615,292325,-,292275,292624
ABUJ63_RS01405,ABUJ63_RS01405,NZ_JBEQJH010000001.1,292429,292737,+,292129,292478
